-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    Observed    |           Rel. |    Aki     | Acc. |      Ei           Ek      |        Lower level         |        Upper level         |  gi   gk  |   Type|    TP  |         Line  |
   Wavelength   |           Int. |   (s^-1)   |      |    (cm-1)       (cm-1)    |----------------------------|----------------------------|           |       |   Ref. |         Ref.  |
    Air (nm)    |                |            |      |                           | Conf.         | Term | J   | Conf.         | Term | J   |           |       |        |               |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Wavelength    |  Rel           |    Aki     | Acc  |              Ei - Ek      | L Conf        |L Term| L J | U Conf        |U Term| U J |   gi - gk |Type   |  TP    |   Line        |
       417.8537 |             47 | 1.5e+07    | C    |  198774.09  -   222699.23 | 3d5.(4G).5p   | 5H*  | 5   | 3d5.(4G).5d   | 5F   | 5   |  11 - 11  |       |    u44 |        L1171  |
       418.1510 |             24 |            |      |   89697.74  -   113605.74 | 3d5.(a 2G).4s | 3G   | 3   | 3d5.(4G).4p   | 5G*  | 3   |   7 - 7   |       |        |        L1171  |
       418.401  |           770* | 7.02e+07   | B    |  198717.71  -   222611.30 | 3d5.(4G).5p   | 5H*  | 4   | 3d5.(4G).5d   | 5H   | 5   |   9 - 11  |       |    u44 |        L1171  |
       418.401  |           770* |            |      |   89783.78  -   113677.29 | 3d5.(a 2G).4s | 3G   | 4   | 3d5.(4G).4p   | 5G*  | 5   |   9 - 11  |       |        |        L1171  |
       418.4159 |            200 | 4.85e+07   | B    |  198821.58  -   222714.46 | 3d5.(4G).5p   | 5H*  | 6   | 3d5.(4G).5d   | 5G   | 6   |  13 - 13  |       |    u44 |        L1171  |
       418.498  |    300bl(Fe I) | 3.4e+07    | C+   |  198717.71  -   222605.95 | 3d5.(4G).5p   | 5H*  | 4   | 3d5.(4G).5d   | 5H   | 4   |   9 - 9   |       |    u44 |        L1171  |
       418.8899 |            200 | 6.50e+07   | B    |  198848.60  -   222714.46 | 3d5.(4G).5p   | 5H*  | 7   | 3d5.(4G).5d   | 5G   | 6   |  15 - 13  |       |    u44 |        L1171  |
       418.9112 |           1600 | 1.1e+07    | D+   |  206328.36  -   230193.06 | 3d5.(4D).5p   | 3F*  | 3   | 3d5.(4D).6s   | 3D   | 3   |   7 - 7   |       |    u44 |        L1171  |
       419.395  |           670p | 4.0e+07    | C+   |  198774.09  -   222611.30 | 3d5.(4G).5p   | 5H*  | 5   | 3d5.(4G).5d   | 5H   | 5   |  11 - 11  |       |    u44 |        L1171  |
       419.411  |          750p* | 3.2e+07    | D+   |  205694.18  -   229530.81 | 3d5.(4D).5p   | 5D*  | 1   | 3d5.(4D).6s   | 5D   | 1   |   3 - 3   |       |    u44 |        L1171  |
       419.411  |          750p* |            |      |  114352.21  -   138187.96 | 3d5.(b 2G).4s | 3G   | 3   | 3d5.(2H).4p   | 3G*  | 3   |   7 - 7   |       |        |        L1171  |
       419.4703 |            220 | 4.1e+07    | C    |  205737.64  -   229570.48 | 3d5.(4D).5p   | 5D*  | 2   | 3d5.(4D).6s   | 5D   | 2   |   5 - 5   |       |    u44 |        L1171  |
       419.5470 |           120h | 5.07e+07   | B    |  198774.09  -   222602.68 | 3d5.(4G).5p   | 5H*  | 5   | 3d5.(4G).5d   | 5H   | 6   |  11 - 13  |       |    u44 |        L1171  |
       420.3826 |            450 | 5.79e+07   | B    |  198821.58  -   222602.68 | 3d5.(4G).5p   | 5H*  | 6   | 3d5.(4G).5d   | 5H   | 6   |  13 - 13  |       |    u44 |        L1171  |
       420.451  |           740* |            |      |  114325.49  -   138103.16 | 3d5.(b 2G).4s | 3G   | 5   | 3d5.(2H).4p   | 3G*  | 4   |  11 - 9   |       |        |        L1171  |
       420.451  |           740* | 1.5e+07    | D+   |  205732.53  -   229509.70 | 3d5.(4D).5p   | 5D*  | 3   | 3d5.(4D).6s   | 5D   | 3   |   7 - 7   |       |    u44 |        L1171  |
       420.591  |           270* | 3.18e+07   | B    |  198821.58  -   222591.04 | 3d5.(4G).5p   | 5H*  | 6   | 3d5.(4G).5d   | 5H   | 7   |  13 - 15  |       |    u44 |        L1171  |
       420.591  |           270* |            |      |   89908.09  -   113677.29 | 3d5.(a 2G).4s | 3G   | 5   | 3d5.(4G).4p   | 5G*  | 5   |  11 - 11  |       |        |        L1171  |
       420.706  |     34bl(Fe I) |            |      |  114340.26  -   138103.16 | 3d5.(b 2G).4s | 3G   | 4   | 3d5.(2H).4p   | 3G*  | 4   |   9 - 9   |       |        |        L1171  |
       420.9406 |            330 | 4.3e+07    | C+   |  205672.08  -   229421.81 | 3d5.(4D).5p   | 5D*  | 4   | 3d5.(4D).6s   | 5D   | 4   |   9 - 9   |       |    u44 |        L1171  |
       421.0672 |           1900 | 1.33e+08   | B    |  198848.60  -   222591.04 | 3d5.(4G).5p   | 5H*  | 7   | 3d5.(4G).5d   | 5H   | 7   |  15 - 15  |       |    u44 |        L1171  |
       421.3068 |             34 |            |      |  114325.49  -   138054.60 | 3d5.(b 2G).4s | 3G   | 5   | 3d5.(2H).4p   | 3G*  | 5   |  11 - 11  |       |        |        L1171  |
       422.023  |    100bl(Fe I) |            |      |  158729.33  -   182418.80 | 3d5.(b 2D).4p | 3D*  | 3   | 3d5.(4G).4d   | 3F   | 4   |   7 - 9   |       |        |        L1171  |
       422.2269 |           2200 | 1.35e+08   | B    |  168329.83  -   192007.10 | 3d5.(6S).5p   | 5P*  | 3   | 3d5.(6S).6s   | 5S   | 2   |   7 - 5   |       |    u44 |        L1171  |
       423.5556 |           1800 |            |      |                           |               |      |     |               |      |     |           |       |        |        L1171  |
       423.709  |     45bl(Fe I) | 1.4e+07    | C    |  199139.93  -   222734.53 | 3d5.(4G).5p   | 5F*  | 5   | 3d5.(4G).5d   | 5F   | 4   |  11 - 9   |       |    u44 |        L1171  |
       423.8619 |           1200 | 9.58e+07   | B    |  168421.15  -   192007.10 | 3d5.(6S).5p   | 5P*  | 2   | 3d5.(6S).6s   | 5S   | 2   |   5 - 5   |       |    u44 |        L1171  |
       424.0666 |           1300 | 1.31e+08   | B    |  199139.93  -   222714.46 | 3d5.(4G).5p   | 5F*  | 5   | 3d5.(4G).5d   | 5G   | 6   |  11 - 13  |       |    u44 |        L1171  |
       424.3406 |           1300 | 1.16e+08   | B    |  199139.93  -   222699.23 | 3d5.(4G).5p   | 5F*  | 5   | 3d5.(4G).5d   | 5F   | 5   |  11 - 11  |       |    u44 |        L1171  |
       424.3754 |           1400 |            |      |                           |               |      |     |               |      |     |           |       |        |        L1171  |
       424.4506 |           120h | 3.7e+06    | D    |  199212.86  -   222766.06 | 3d5.(4G).5p   | 5F*  | 4   | 3d5.(4G).5d   | 5G   | 4   |   9 - 9   |       |    u44 |        L1171  |
       424.5715 |             75 | 1.52e+08   | B    |  200505.09  -   224051.74 | 3d5.(4G).5p   | 3G*  | 3   | 3d5.(4G).6s   | 3G   | 3   |   7 - 7   |       |    u44 |        L1171  |
       424.614  |    120bl(Fe I) | 1.45e+08   | B    |  200514.61  -   224058.87 | 3d5.(4G).5p   | 3G*  | 4   | 3d5.(4G).6s   | 3G   | 4   |   9 - 9   |       |    u44 |        L1171  |
       424.7867 |            120 | 6.1e+06    | D+   |  200524.29  -   224058.87 | 3d5.(4G).5p   | 3G*  | 5   | 3d5.(4G).6s   | 3G   | 4   |  11 - 9   |       |    u44 |        L1171  |
       424.8339 |           1300 | 5.32e+07   | B    |  199212.86  -   222744.84 | 3d5.(4G).5p   | 5F*  | 4   | 3d5.(4G).5d   | 5G   | 5   |   9 - 11  |       |    u44 |        L1171  |
       424.8777 |            840 | 5.7e+07    | C+   |  168477.52  -   192007.10 | 3d5.(6S).5p   | 5P*  | 1   | 3d5.(6S).6s   | 5S   | 2   |   3 - 5   |       |    u44 |        L1171  |
       424.9717 |           4500 | 1.0e+07    | D+   |  200514.61  -   224038.93 | 3d5.(4G).5p   | 3G*  | 4   | 3d5.(4G).6s   | 3G   | 5   |   9 - 11  |       |    u44 |        L1171  |
       425.020  |    290bl(Fe I) | 1.44e+08   | B    |  199212.86  -   222734.53 | 3d5.(4G).5p   | 5F*  | 4   | 3d5.(4G).5d   | 5F   | 4   |   9 - 9   |       |    u44 |        L1171  |
       425.1485 |            190 | 1.54e+08   | B    |  200524.29  -   224038.93 | 3d5.(4G).5p   | 3G*  | 5   | 3d5.(4G).6s   | 3G   | 5   |  11 - 11  |       |    u44 |        L1171  |
       425.1982 |            120 | 4.3e+07    | C    |  199262.55  -   222774.32 | 3d5.(4G).5p   | 5F*  | 3   | 3d5.(4G).5d   | 5F   | 2   |   7 - 5   |       |    u44 |        L1171  |
       425.348  |           290* | 7.e+06     | D+   |  199262.55  -   222766.13 | 3d5.(4G).5p   | 5F*  | 3   | 3d5.(4G).5d   | 5G   | 3   |   7 - 7   |       |    u44 |        L1171  |
       425.348  |           290* | 1.14e+08   | B    |  199262.55  -   222766.06 | 3d5.(4G).5p   | 5F*  | 3   | 3d5.(4G).5d   | 5G   | 4   |   7 - 9   |       |    u44 |        L1171  |
       425.6334 |            190 | 1.15e+08   | B    |  199262.55  -   222750.32 | 3d5.(4G).5p   | 5F*  | 3   | 3d5.(4G).5d   | 5F   | 3   |   7 - 7   |       |    u44 |        L1171  |
       425.833  |  120hbl(Fe II) | 5.0e+07    | C    |  199300.28  -   222777.04 | 3d5.(4G).5p   | 5F*  | 2   | 3d5.(4G).5d   | 5F   | 1   |   5 - 3   |       |    u44 |        L1171  |
       425.8818 |            290 | 1.08e+08   | B    |  199300.28  -   222774.32 | 3d5.(4G).5p   | 5F*  | 2   | 3d5.(4G).5d   | 5F   | 2   |   5 - 5   |       |    u44 |        L1171  |
       425.917  |           73hp | 2.1e+07    | C    |  199262.55  -   222734.53 | 3d5.(4G).5p   | 5F*  | 3   | 3d5.(4G).5d   | 5F   | 4   |   7 - 9   |       |    u44 |        L1171  |
       426.0307 |            180 |            |      |  199300.28  -   222766.13 | 3d5.(4G).5p   | 5F*  | 2   | 3d5.(4G).5d   | 5G   | 3   |   5 - 7   |       |        |        L1171  |
       426.1398 |           740h | 1.24e+08   | B    |  184181.5   -   207641.3  | 3d5.(6S).4f   | 7F*  | 1   | 3d5.(6S).5g   | 7G   | 2   |   3 - 5   |       |    u44 |        L1171  |
       426.1733 |             44 | 6.e+06     | D    |  199300.28  -   222758.43 | 3d5.(4G).5p   | 5F*  | 2   | 3d5.(4G).5d   | 5G   | 2   |   5 - 5   |       |    u44 |        L1171  |
       426.318  |           280s | 1.9e+07    | C    |  199300.28  -   222750.32 | 3d5.(4G).5p   | 5F*  | 2   | 3d5.(4G).5d   | 5F   | 3   |   5 - 7   |       |    u44 |        L1171  |
       426.3385 |            180 | 1.26e+08   | C+   |  199328.09  -   222777.04 | 3d5.(4G).5p   | 5F*  | 1   | 3d5.(4G).5d   | 5F   | 1   |   3 - 3   |       |    u44 |        L1171  |
       426.5353 |             12 |            |      |  114325.49  -   137763.58 | 3d5.(b 2G).4s | 3G   | 5   | 3d5.(2H).4p   | 3H*  | 5   |  11 - 11  |       |        |        L1171  |
       426.6781 |            180 | 1.11e+08   | B    |  199328.09  -   222758.43 | 3d5.(4G).5p   | 5F*  | 1   | 3d5.(4G).5d   | 5G   | 2   |   3 - 5   |       |    u44 |        L1171  |
       426.815  |          51hs* |            |      |  114340.26  -   137763.58 | 3d5.(b 2G).4s | 3G   | 4   | 3d5.(2H).4p   | 3H*  | 5   |   9 - 11  |       |        |        L1171  |
       426.815  |          51hs* |            |      |  181772.79  -   205195.34 | 3d5.(4G).5s   | 5G   | 6   | 3d5.(4D).5p   | 5F*  | 5   |  13 - 11  |       |        |        L1171  |
       427.341  |         4100h* | 1.27e+08   | B    |  184247.31  -   207641.3  | 3d5.(6S).4f   | 7F*  | 2   | 3d5.(6S).5g   | 7G   | 2   |   5 - 5   |       |    u44 |        L1171  |
       427.341  |         4100h* | 1.60e+08   | B    |  184247.31  -   207641.2  | 3d5.(6S).4f   | 7F*  | 2   | 3d5.(6S).5g   | 7G   | 3   |   5 - 7   |       |    u44 |        L1171  |
       428.616  |         9000h* | 1.23e+08   | B    |  184316.8   -   207641.2  | 3d5.(6S).4f   | 7F*  | 3   | 3d5.(6S).5g   | 7G   | 3   |   7 - 7   |       |    u44 |        L1171  |
       428.616  |         9000h* | 2.05e+08   | B    |  184316.8   -   207641.1  | 3d5.(6S).4f   | 7F*  | 3   | 3d5.(6S).5g   | 7G   | 4   |   7 - 9   |       |    u44 |        L1171  |
       429.200  |            43h |            |      |  165719.46  -   189011.99 | 3d5.(b 2G).4p | 3H*  | 4   | 3d5.(4D).4d   | 3G   | 4   |   9 - 9   |       |        |        L1171  |
       429.366  |           54hp |            |      |  181808.80  -   205092.61 | 3d5.(4G).5s   | 5G   | 5   | 3d5.(4D).5p   | 5F*  | 4   |  11 - 9   |       |        |        L1171  |
       429.5018 |           200h |            |      |  206233.45  -   229509.70 | 3d5.(4D).5p   | 3D*  | 2   | 3d5.(4D).6s   | 5D   | 3   |   5 - 7   |       |        |        L1171  |
       429.685  |        11000h* | 2.54e+08   | B    |  184374.8   -   207641.1  | 3d5.(6S).4f   | 7F*  | 4   | 3d5.(6S).5g   | 7G   | 5   |   9 - 11  |       |    u44 |        L1171  |
       429.685  |        11000h* | 1.07e+08   | B    |  184374.8   -   207641.1  | 3d5.(6S).4f   | 7F*  | 4   | 3d5.(6S).5g   | 7G   | 4   |   9 - 9   |       |    u44 |        L1171  |
       430.478  |        13000h* | 3.03e+08   | B    |  184417.6   -   207641.1  | 3d5.(6S).4f   | 7F*  | 5   | 3d5.(6S).5g   | 7G   | 6   |  11 - 13  |       |    u44 |        L1171  |
       430.478  |        13000h* | 8.03e+07   | B    |  184417.6   -   207641.1  | 3d5.(6S).4f   | 7F*  | 5   | 3d5.(6S).5g   | 7G   | 5   |  11 - 11  |       |    u44 |        L1171  |
       431.036  |        18000h* | 3.55e+08   | B    |  184447.7   -   207641.1  | 3d5.(6S).4f   | 7F*  | 6   | 3d5.(6S).5g   | 7G   | 7   |  13 - 15  |       |    u44 |        L1171  |
       431.036  |        18000h* | 4.41e+07   | B    |  184447.7   -   207641.1  | 3d5.(6S).4f   | 7F*  | 6   | 3d5.(6S).5g   | 7G   | 6   |  13 - 13  |       |    u44 |        L1171  |
       431.141  |           31hs |            |      |  114340.26  -   137528.06 | 3d5.(b 2G).4s | 3G   | 4   | 3d5.(2H).4p   | 3H*  | 4   |   9 - 9   |       |        |        L1171  |
       431.197  |           120h |            |      |  206324.98  -   229509.70 | 3d5.(4D).5p   | 3F*  | 2   | 3d5.(4D).6s   | 5D   | 3   |   5 - 7   |       |        |        L1171  |
       431.3638 |             12 |            |      |  114352.21  -   137528.06 | 3d5.(b 2G).4s | 3G   | 3   | 3d5.(2H).4p   | 3H*  | 4   |   7 - 9   |       |        |        L1171  |
       431.6071 |            34h |            |      |   90472.61  -   113635.56 | 3d5.(4F).4s   | 3F   | 4   | 3d5.(4G).4p   | 5G*  | 4   |   9 - 9   |       |        |        L1171  |
       431.6471 |             22 |            |      |   90423.78  -   113584.31 | 3d5.(4F).4s   | 3F   | 2   | 3d5.(4G).4p   | 5G*  | 2   |   5 - 5   |       |        |        L1171  |
       432.3682 |            560 |            |      |                           |               |      |     |               |      |     |           |       |        |        L1171  |
       432.687  |          180hp |            |      |  199660.99  -   222766.06 | 3d5.(4G).5p   | 3H*  | 5   | 3d5.(4G).5d   | 5G   | 4   |  11 - 9   |       |        |        L1171  |
       433.0585 |           110h |            |      |  165939.83  -   189024.76 | 3d5.(b 2G).4p | 3H*  | 5   | 3d5.(4D).4d   | 3G   | 5   |  11 - 11  |       |        |        L1171  |
       433.300  |            41w |            |      |  165939.83  -   189011.99 | 3d5.(b 2G).4p | 3H*  | 5   | 3d5.(4D).4d   | 3G   | 4   |  11 - 9   |       |        |        L1171  |
       433.431  |          170h* |            |      |  199700.93  -   222766.13 | 3d5.(4G).5p   | 3H*  | 4   | 3d5.(4G).5d   | 5G   | 3   |   9 - 7   |       |        |        L1171  |
       433.431  |          170h* |            |      |  199700.93  -   222766.06 | 3d5.(4G).5p   | 3H*  | 4   | 3d5.(4G).5d   | 5G   | 4   |   9 - 9   |       |        |        L1171  |
       433.453  |           110h |            |      |  199635.07  -   222699.23 | 3d5.(4G).5p   | 3H*  | 6   | 3d5.(4G).5d   | 5F   | 5   |  13 - 11  |       |        |        L1171  |
       433.665  |           51hp | 1.6e+05    | D    |  117950.17  -   141002.97 | 3d5.(b 2G).4s | 1G   | 4   | 3d5.(a 2G).4p | 3F*  | 4   |   9 - 9   |       |  T6105 |        L1171  |
       433.732  |          270hl |            |      |  199700.93  -   222750.32 | 3d5.(4G).5p   | 3H*  | 4   | 3d5.(4G).5d   | 5F   | 3   |   9 - 7   |       |        |        L1171  |
       433.831  |            42h |            |      |  199700.93  -   222744.84 | 3d5.(4G).5p   | 3H*  | 4   | 3d5.(4G).5d   | 5G   | 5   |   9 - 11  |       |        |        L1171  |
       433.9396 |           270h |            |      |  199660.99  -   222699.23 | 3d5.(4G).5p   | 3H*  | 5   | 3d5.(4G).5d   | 5F   | 5   |  11 - 11  |       |        |        L1171  |
       434.025  |            41h |            |      |  199700.93  -   222734.53 | 3d5.(4G).5p   | 3H*  | 4   | 3d5.(4G).5d   | 5F   | 4   |   9 - 9   |       |        |        L1171  |
       434.442  |  42hsbl(Fe II) |            |      |  105906.27  -   128917.66 | 3d5.(b 2D).4s | 3D   | 2   | 3d5.(4D).4p   | 3P*  | 2   |   5 - 5   |       |        |        L1171  |
       434.8794 |            150 | 4.3e+05    | D    |  105929.25  -   128917.66 | 3d5.(b 2D).4s | 3D   | 3   | 3d5.(4D).4p   | 3P*  | 2   |   7 - 5   |       |  T6105 |        L1171  |
       435.2568 |             80 |            |      |   66523.30  -    89491.77 | 3d5.(4P).4s   | 5P   | 2   | 3d5.(6S).4p   | 5P*  | 1   |   5 - 3   |       |        |        L1171  |
       436.5642 |             15 |            |      |   66592.08  -    89491.77 | 3d5.(4P).4s   | 5P   | 1   | 3d5.(6S).4p   | 5P*  | 1   |   3 - 3   |       |        |        L1171  |
       437.1339 |             35 |            |      |   66465.04  -    89334.88 | 3d5.(4P).4s   | 5P   | 3   | 3d5.(6S).4p   | 5P*  | 2   |   7 - 5   |       |        |        L1171  |
       437.204  |         1300hp | 2.80e+08   | B    |  184777.41  -   207643.49 | 3d5.(6S).4f   | 5F*  | 1   | 3d5.(6S).5g   | 5G   | 2   |   3 - 5   |       |    u44 |        L1171  |
       437.214  |        1300hp* | 2.78e+08   | B    |  184777.9   -   207643.5  | 3d5.(6S).4f   | 5F*  | 2   | 3d5.(6S).5g   | 5G   | 3   |   5 - 7   |       |    u44 |        L1171  |
       437.214  |        1300hp* | 7.79e+07   | B    |  184777.9   -   207643.49 | 3d5.(6S).4f   | 5F*  | 2   | 3d5.(6S).5g   | 5G   | 2   |   5 - 5   |       |    u44 |        L1171  |
       437.231  | 2400hbl(C II)* | 8.12e+07   | B    |  184778.69  -   207643.5  | 3d5.(6S).4f   | 5F*  | 3   | 3d5.(6S).5g   | 5G   | 3   |   7 - 7   |       |    u44 |        L1171  |
       437.231  | 2400hbl(C II)* | 2.97e+08   | B    |  184778.69  -   207643.4  | 3d5.(6S).4f   | 5F*  | 3   | 3d5.(6S).5g   | 5G   | 4   |   7 - 9   |       |    u44 |        L1171  |
       437.253  | 5100hbl(C II)* | 6.43e+07   | B    |  184779.6   -   207643.4  | 3d5.(6S).4f   | 5F*  | 4   | 3d5.(6S).5g   | 5G   | 4   |   9 - 9   |       |    u44 |        L1171  |
       437.253  | 5100hbl(C II)* | 3.26e+08   | B    |  184779.6   -   207643.4  | 3d5.(6S).4f   | 5F*  | 4   | 3d5.(6S).5g   | 5G   | 5   |   9 - 11  |       |    u44 |        L1171  |
       437.281  |        10000h* | 3.63e+08   | B    |  184781.00  -   207643.4  | 3d5.(6S).4f   | 5F*  | 5   | 3d5.(6S).5g   | 5G   | 6   |  11 - 13  |       |    u44 |        L1171  |
       437.281  |        10000h* | 3.63e+07   | B    |  184781.00  -   207643.4  | 3d5.(6S).4f   | 5F*  | 5   | 3d5.(6S).5g   | 5G   | 5   |  11 - 11  |       |    u44 |        L1171  |
       437.7618 |            64h |            |      |  166187.74  -   189024.76 | 3d5.(b 2G).4p | 3H*  | 6   | 3d5.(4D).4d   | 3G   | 5   |  13 - 11  |       |        |        L1171  |
       438.2508 |             53 |            |      |   66523.30  -    89334.88 | 3d5.(4P).4s   | 5P   | 2   | 3d5.(6S).4p   | 5P*  | 2   |   5 - 5   |       |        |        L1171  |
       439.576  |           500* |            |      |  117950.17  -   140693.38 | 3d5.(b 2G).4s | 1G   | 4   | 3d5.(a 2G).4p | 3F*  | 3   |   9 - 7   |       |        |        L1171  |
       439.576  |           500* |            |      |   66592.08  -    89334.88 | 3d5.(4P).4s   | 5P   | 1   | 3d5.(6S).4p   | 5P*  | 2   |   3 - 5   |       |        |        L1171  |
       440.2050 |             26 |            |      |  105895.34  -   128605.74 | 3d5.(b 2D).4s | 3D   | 1   | 3d5.(4D).4p   | 3P*  | 1   |   3 - 3   |       |        |        L1171  |
       440.4150 |             62 |            |      |  105906.27  -   128605.74 | 3d5.(b 2D).4s | 3D   | 2   | 3d5.(4D).4p   | 3P*  | 1   |   5 - 3   |       |        |        L1171  |
       441.9599 |            510 | 2.3e+05    | D    |   66465.04  -    89085.20 | 3d5.(4P).4s   | 5P   | 3   | 3d5.(6S).4p   | 5P*  | 3   |   7 - 7   |       |  T6105 |        L1171  |
       443.1015 |            190 |            |      |   66523.30  -    89085.20 | 3d5.(4P).4s   | 5P   | 2   | 3d5.(6S).4p   | 5P*  | 3   |   5 - 7   |       |        |        L1171  |
       443.6470 |             26 |            |      |  109570.98  -   132105.12 | 3d5.(b 2D).4s | 1D   | 2   | 3d5.(a 2D).4p | 3F*  | 2   |   5 - 5   |       |        |        L1171  |
       444.1409 |            9.9 |            |      |  109570.98  -   132080.04 | 3d5.(b 2D).4s | 1D   | 2   | 3d5.(a 2D).4p | 3F*  | 3   |   5 - 7   |       |        |        L1171  |
       444.2595 |             18 |            |      |  117950.17  -   140453.14 | 3d5.(b 2G).4s | 1G   | 4   | 3d5.(a 2F).4p | 1F*  | 3   |   9 - 7   |       |        |        L1171  |
       444.7807 |             15 |            |      |  105895.34  -   128371.99 | 3d5.(b 2D).4s | 3D   | 1   | 3d5.(4D).4p   | 3P*  | 0   |   3 - 1   |       |        |        L1171  |
       456.9722 |            100 |            |      |  117950.17  -   139827.18 | 3d5.(b 2G).4s | 1G   | 4   | 3d5.(a 2G).4p | 1G*  | 4   |   9 - 9   |       |        |        L1171  |
       457.0341 |             59 |            |      |  109570.98  -   131445.12 | 3d5.(b 2D).4s | 1D   | 2   | 3d5.(a 2D).4p | 1D*  | 2   |   5 - 5   |       |        |        L1171  |
       460.713  |                | 4.1e-02    | C+   |       0.00  -    21699.79 | 3d6           | 5D   | 4   | 3d6           | a 3F | 3   |   9 - 7   | M1    |    u45 |        L3453  |
       465.810  |                | 4.30e-01   | B    |       0.00  -    21461.92 | 3d6           | 5D   | 4   | 3d6           | a 3F | 4   |   9 - 9   | M1    |    u45 |        L3453  |
       466.703  |              : | 2.6e-02    | C    |     436.19  -    21857.08 | 3d6           | 5D   | 3   | 3d6           | a 3F | 2   |   7 - 5   | M1    |    u45 |        L3495  |
       470.162  |                | 2.3e-01    | C+   |     436.19  -    21699.79 | 3d6           | 5D   | 3   | 3d6           | a 3F | 3   |   7 - 7   | M1    |    u45 |        L3453  |
       473.393  |                | 9.1e-02    | C+   |     738.87  -    21857.08 | 3d6           | 5D   | 2   | 3d6           | a 3F | 2   |   5 - 5   | M1    |    u45 |        L3453  |
       475.272  |             12 |            |      |   98662.78  -   119697.69 | 3d5.(2S).4s   | 3S   | 1   | 3d5.(4P).4p   | 3P*  | 2   |   3 - 5   |       |        |        L1171  |
       475.483  |                | 8.1e-02    | C+   |     436.19  -    21461.92 | 3d6           | 5D   | 3   | 3d6           | a 3F | 4   |   7 - 9   | M1    |    u45 |        L3453  |
       476.960  |                | 8.0e-02    | C+   |     738.87  -    21699.79 | 3d6           | 5D   | 2   | 3d6           | a 3F | 3   |   5 - 7   | M1    |    u45 |        L3453  |
       477.788  |                | 4.4e-02    | C    |     932.52  -    21857.08 | 3d6           | 5D   | 1   | 3d6           | a 3F | 2   |   3 - 5   | M1    |    u45 |        L3453  |
       481.0790 |             25 | 3.5e+06    | D+   |  184951.76  -   205732.53 | 3d5.(4P).5s   | 5P   | 3   | 3d5.(4D).5p   | 5D*  | 3   |   7 - 7   |       |    u44 |        L1171  |
       482.1630 |             25 |            |      |  185003.52  -   205737.64 | 3d5.(4P).5s   | 5P   | 2   | 3d5.(4D).5p   | 5D*  | 2   |   5 - 5   |       |        |        L1171  |
       482.486  |    25bl(Fe II) | 8.9e+06    | D+   |  184951.76  -   205672.08 | 3d5.(4P).5s   | 5P   | 3   | 3d5.(4D).5p   | 5D*  | 4   |   7 - 9   |       |    u44 |        L1171  |
       488.111  |                | 6.2e-03    | C    |       0.00  -    20481.72 | 3d6           | 5D   | 4   | 3d6           | 3H   | 4   |   9 - 9   | M1    |    u45 |        L3453  |
       492.755  |             59 |            |      |   93388.77  -   113677.29 | 3d5.(b 2F).4s | 3F   | 4   | 3d5.(4G).4p   | 5G*  | 5   |   9 - 11  |       |        |        L3495  |
       493.066  |              : | 6.9e-01    | C+   |     932.52  -    21208.12 | 3d6           | 5D   | 1   | 3d6           | a 3P | 0   |   3 - 1   | M1    |    u45 |       L16109  |
       498.725  |              : | 1.1e-03    | D+   |     436.19  -    20481.72 | 3d6           | 5D   | 3   | 3d6           | 3H   | 4   |   7 - 9   | M1    |    u45 |       L19281  |
       499.655  |            14h |            |      |  114352.21  -   134360.41 | 3d5.(b 2G).4s | 3G   | 3   | 3d5.(a 2F).4p | 1G*  | 4   |   7 - 9   |       |        |        L1171  |
       501.132  |              : | 5.4e-01    | C+   |     738.87  -    20688.12 | 3d6           | 5D   | 2   | 3d6           | a 3P | 1   |   5 - 3   | M1    |    u45 |        L3495  |
       504.5789 |             18 | 2.5e+06    | D    |  168329.83  -   188142.78 | 3d5.(6S).5p   | 5P*  | 3   | 3d5.(4D).5s   | 5D   | 2   |   7 - 5   |       |    u44 |        L1171  |
       505.4230 |            120 | 1.2e+07    | C    |  168329.83  -   188109.74 | 3d5.(6S).5p   | 5P*  | 3   | 3d5.(4D).5s   | 5D   | 3   |   7 - 7   |       |    u44 |        L1171  |
       505.4786 |             19 |            |      |  105895.34  -   125673.05 | 3d5.(b 2D).4s | 3D   | 1   | 3d5.(4D).4p   | 3F*  | 2   |   3 - 5   |       |        |        L1171  |
       505.7560 |            7.1 |            |      |  105906.27  -   125673.05 | 3d5.(b 2D).4s | 3D   | 2   | 3d5.(4D).4p   | 3F*  | 2   |   5 - 5   |       |        |        L1171  |
       506.045  |              : |            |      |     932.52  -    20688.12 | 3d6           | 5D   | 1   | 3d6           | a 3P | 1   |   3 - 3   | M1+E2 |        |        L3495  |
       506.3459 |             60 |            |      |   69747.95  -    89491.77 | 3d5.(4D).4s   | 5D   | 0   | 3d5.(6S).4p   | 5P*  | 1   |   1 - 3   |       |        |        L1171  |
       506.6539 |             30 |            |      |  105906.27  -   125638.11 | 3d5.(b 2D).4s | 3D   | 2   | 3d5.(4D).4p   | 3F*  | 3   |   5 - 7   |       |        |        L1171  |
       506.9158 |            120 | 2.2e+07    | C    |  168421.15  -   188142.78 | 3d5.(6S).5p   | 5P*  | 2   | 3d5.(4D).5s   | 5D   | 2   |   5 - 5   |       |    u44 |        L1171  |
