-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed      |      Rel. |    Aki     | Acc. |      Ei           Ek      |             Lower level             |              Upper level               |  gi   gk  |Type|               TP  |       Line  |
     Wavelength     |      Int. |   (s^-1)   |      |    (cm-1)       (cm-1)    |-------------------------------------|----------------------------------------|           |    |              Ref. |       Ref.  |
      Air (nm)      |           |            |      |                           | Conf.                 | Term  | J   | Conf.                 | Term     | J   |           |    |                   |             |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Wavelength    |  Rel      |    Aki     | Acc  |              Ei - Ek      | L Conf                |L Term | L J | U Conf                |U Term    | U J |   gi - gk |Type|             TP    |    Line     |
         383.69151  |       398 |            |      |  22249.429  -   48304.643 | 3d7.(2G).4s           | a 3G  | 3   | 3d7.(4P).4p           | x 3P*    | 2   |   7 - 5   |    |                   |     L11631  |
         383.71347  |      2750 | 1.08e+06   | C    |  21038.987  -   47092.712 | 3d6.4s2               | b 3F2 | 2   | 3d6.(3F2).4s.4p.(3P*) | x 3F*    | 3   |   5 - 7   |    |             T5720 |     L11631  |
         383.92556  |     47900 | 2.35e+07   | B    |  24574.655  -   50613.983 | 3d7.(2G).4s           | a 1G  | 4   | 3d6.(3F2).4s.4p.(3P*) | x 1G*    | 4   |   9 - 9   |    |             T5720 |     L11631  |
         384.04372  |    380000 | 4.70e+07   | A    |   7985.785  -   34017.103 | 3d7.(4F).4s           | a 5F  | 2   | 3d7.(4F).4p           | y 5D*    | 1   |   5 - 3   |    |             T3548 |     L11631  |
         384.10477  |    457000 | 1.36e+08   | B+   |  12968.554  -   38995.736 | 3d7.(4F).4s           | a 3F  | 2   | 3d7.(4F).4p           | y 3D*    | 1   |   5 - 3   |    |             T5720 |     L11631  |
         384.28960  |      1120 | 4.87e+05   | C    |  20874.482  -   46889.142 | 3d6.4s2               | b 3F2 | 3   | 3d6.(3F2).4s.4p.(3P*) | x 3F*    | 4   |   7 - 9   |    |             T5720 |     L11631  |
         384.29885  |       690 | 3.91e+05   | C    |  20874.482  -   46888.517 | 3d6.4s2               | b 3F2 | 3   | 3d7.(4P).4p           | u 5D*    | 2   |   7 - 5   |    |             T5720 |     L11631  |
         384.32565  |     50000 | 3.70e+07   | B    |  24574.655  -   50586.878 | 3d7.(2G).4s           | a 1G  | 4   | 3d7.(2G).4p           | z 1F*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         384.51686  |      7900 | 6.07e+06   | B+   |  19552.478  -   45551.767 | 3d6.4s2               | a 3P2 | 1   | 3d6.(3P2).4s.4p.(3P*) | x 3D*    | 1   |   3 - 3   |    |             T5720 |     L11631  |
         384.52150  |       468 |            |      |  27394.691  -   53393.673 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 3   | 3d7.(4F).4d           | g 5F     | 4   |   7 - 9   |    |                   |     L11631  |
         384.56948  |      1260 | 5.89e+06   | B    |  28604.613  -   54600.350 | 3d7.(2D2).4s          | a 1D  | 2   | 3d6.(3G).4s.4p.(3P*)  | t 3G*    | 3   |   5 - 7   |    |             T5720 |     L11631  |
         384.59849  |       980 | 4.5e+06    | D    |  27166.820  -   53160.593 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 4   | 3d7.(4F).4d           | f 5P     | 3   |   9 - 7   |    |            T2578n |     L11631  |
         384.62832  |       500 |            |      |  29798.936  -   55790.696 | 3d6.4s2               | b 1G2 | 4   | 3d6.(1G2).4s.4p.(3P*) | s 3G*    | 3   |   9 - 7   |    |                   |     L11631  |
         384.64091  |      6000 | 1.68e+07   | C+   |  28819.954  -   54810.856 | 3d7.(2H).4s           | a 1H  | 5   | 3d6.(3G).4s.4p.(3P*)  | w 1G*    | 4   |  11 - 9   |    |             T5720 |     L11631  |
         384.6800   |  24500bl* |            |      |  27166.820  -   53155.145 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 4   | 3d7.(4F).4d           | h 5D     | 4   |   9 - 9   |    |                   |     L11631  |
         384.6800   |  24500bl* | 6.20e+07   | B    |  26224.969  -   52213.230 | 3d7.(2D2).4s          | a 3D  | 3   | 3d7.(2D2).4p          | t 3D*    | 3   |   7 - 7   |    |             T5720 |     L11631  |
         384.69333  |      1200 | 3.44e+05   | C+   |  19621.006  -   45608.361 | 3d6.4s2               | a 3H  | 5   | 3d6.(3F2).4s.4p.(3P*) | x 5G*    | 6   |  11 - 13  |    |             T5720 |     L11631  |
         384.82885  |       780 | 4.8e+05    | D    |  21038.987  -   47017.188 | 3d6.4s2               | b 3F2 | 2   | 3d7.(4P).4p           | w 3D*    | 3   |   5 - 7   |    |            T2491n |     L11631  |
         384.99664  |    204000 | 6.05e+07   | A    |   8154.714  -   34121.603 | 3d7.(4F).4s           | a 5F  | 1   | 3d7.(4F).4p           | y 5D*    | 0   |   3 - 1   |    |             T3548 |     L11631  |
         385.08176  |     91000 | 1.66e+06   | A    |   7985.785  -   33946.933 | 3d7.(4F).4s           | a 5F  | 2   | 3d6.(5D).4s.4p.(3P*)  | z 3P*    | 2   |   5 - 5   |    |             T3548 |     L11631  |
         385.25724  |     12900 | 3.26e+06   | C    |  17550.181  -   43499.505 | 3d7.(4P).4s           | a 5P  | 3   | 3d6.(3P2).4s.4p.(3P*) | w 5D*    | 4   |   7 - 9   |    |             T5720 |     L11631  |
         385.34565  |       680 | 5.8e+05    | D    |  23783.619  -   49726.990 | 3d6.4s2               | b 3G  | 5   | 3d7.(2G).4p           | y 3H*    | 4   |  11 - 9   |    |            T2491n |     L11631  |
         385.43663  |      2240 | 5.07e+06   | C+   |  25899.989  -   51837.238 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 4   | 3d6.(5D).4s (6D).4d   | e 5P     | 3   |   9 - 7   |    |             T5720 |     L11631  |
         385.53135  |       720 |            |      |  21999.130  -   47929.997 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3G).4s.4p.(3P*)  | v 5F*    | 4   |   9 - 9   |    |                   |     L11631  |
         385.58451  |      1860 |            |      |  26140.179  -   52067.469 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.(5D).4s (6D).4d   | e 5P     | 2   |   7 - 5   |    |                   |     L11631  |
         385.63713  |   1100000 | 4.64e+06   | A    |    415.933  -   26339.696 | 3d6.4s2               | a 5D  | 3   | 3d6.(5D).4s.4p.(3P*)  | z 5D*    | 2   |   7 - 5   |    |             T3547 |     L11631  |
         385.92123  |     81000 | 7.25e+06   | B+   |  19390.168  -   45294.846 | 3d6.4s2               | a 3H  | 6   | 3d6.(3H).4s.4p.(3P*)  | y 3G*    | 5   |  13 - 11  |    |             T5720 |     L11631  |
         385.99111  |         r | 9.69e+06   | A    |      0.000  -   25899.989 | 3d6.4s2               | a 5D  | 4   | 3d6.(5D).4s.4p.(3P*)  | z 5D*    | 4   |   9 - 9   |    |             T3547 |     L11631  |
         386.13400  |      4680 |            |      |  21715.732  -   47606.114 | 3d7.(2G).4s           | a 3G  | 5   | 3d6.(3G).4s.4p.(3P*)  | v 5F*    | 5   |  11 - 11  |    |                   |     L11631  |
         386.36903  |       620 | 4.37e+06   | B    |  26339.696  -   52214.345 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.(5D).4s (4D).5s   | g 5D     | 1   |   5 - 3   |    |             T6110 |     L11631  |
         386.37411  |      5800 | 1.84e+06   | C+   |  21715.732  -   47590.048 | 3d7.(2G).4s           | a 3G  | 5   | 3d6.(3G).4s.4p.(3P*)  | w 5G*    | 4   |  11 - 9   |    |             T5720 |     L11631  |
         386.4593   |       372 |            |      |  33946.933  -   59815.558 | 3d6.(5D).4s.4p.(3P*)  | z 3P* | 2   | 3d6.4s.(4D).4d        | 3F       | 2   |   5 - 5   |    |                   |     L11631  |
         386.55228  |    178000 | 1.55e+07   | A    |   8154.714  -   34017.103 | 3d7.(4F).4s           | a 5F  | 1   | 3d7.(4F).4p           | y 5D*    | 1   |   3 - 3   |    |             T3548 |     L11631  |
         386.7019   |       710 |            |      |  34362.873  -   60215.243 | 3d6.(5D).4s.4p.(3P*)  | z 3P* | 1   | 3d6.4s.(4D).4d        | 3P       | 1   |   3 - 3   |    |                   |     L11631  |
         386.72157  |     21400 | 3.16e+07   | B    |  24335.766  -   50186.834 | 3d7.(2P).4s           | c 3P  | 2   | 3d7.(2P).4p           | w 3P*    | 2   |   5 - 5   |    |             T5720 |     L11631  |
         386.79203  |      1660 | 7.06e+05   | C+   |  20874.482  -   46720.842 | 3d6.4s2               | b 3F2 | 3   | 3d7.(4P).4p           | u 5D*    | 4   |   7 - 9   |    |             T5720 |     L11631  |
         386.82320  |       760 |            |      |  23783.619  -   49627.884 | 3d6.4s2               | b 3G  | 5   | 3d7.(2G).4p           | v 3G*    | 4   |  11 - 9   |    |                   |     L11631  |
         386.95580  |      8100 | 1.59e+06   | B    |  21999.130  -   47834.550 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3F2).4s.4p.(3P*) | x 3G*    | 5   |   9 - 11  |    |             T5720 |     L11631  |
         386.96078  |      4270 | 9.83e+05   | B    |  21999.130  -   47834.221 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3F2).4s.4p.(3P*) | x 3G*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         387.17477  |     10200 | 5.83e+06   | B    |  23783.619  -   49604.427 | 3d6.4s2               | b 3G  | 5   | 3d7.(2G).4p           | y 3H*    | 5   |  11 - 11  |    |             T5720 |     L11631  |
         387.25009  |    234000 | 1.05e+07   | A    |   7985.785  -   33801.572 | 3d7.(4F).4s           | a 5F  | 2   | 3d7.(4F).4p           | y 5D*    | 2   |   5 - 5   |    |             T3548 |     L11631  |
         387.29210  |      3240 | 8.86e+05   | B    |  21999.130  -   47812.118 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3F2).4s.4p.(3P*) | x 3G*    | 4   |   9 - 9   |    |             T5720 |     L11631  |
         387.37603  |     63000 | 6.57e+06   | B+   |  19621.006  -   45428.402 | 3d6.4s2               | a 3H  | 5   | 3d6.(3H).4s.4p.(3P*)  | y 3G*    | 4   |  11 - 9   |    |             T5720 |     L11631  |
         387.40532  |       479 |            |      |  18378.186  -   44183.628 | 3d6.4s2               | a 3P2 | 2   | 3d6.(3P2).4s.4p.(3P*) | w 5D*    | 2   |   5 - 5   |    |                   |     L11631  |
         387.60397  |      7200 | 1.15e+05   | C+   |   8154.714  -   33946.933 | 3d7.(4F).4s           | a 5F  | 1   | 3d6.(5D).4s.4p.(3P*)  | z 3P*    | 2   |   3 - 5   |    |             T5720 |     L11631  |
         387.66701  |       620 |            |      |  18378.186  -   44166.206 | 3d6.4s2               | a 3P2 | 2   | 3d6.(3F2).4s.4p.(3P*) | v 5D*    | 3   |   5 - 7   |    |                   |     L11631  |
         387.80180  |    275000 | 7.72e+06   | A    |   7728.060  -   33507.123 | 3d7.(4F).4s           | a 5F  | 3   | 3d7.(4F).4p           | y 5D*    | 3   |   7 - 7   |    |             T3548 |     L11631  |
         387.8182   |      1510 |            |      |  26479.381  -   52257.346 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 1   | 3d6.(5D).4s (4D).5s   | g 5D     | 0   |   3 - 1   |    |                   |     L11631  |
         387.85730  |   1290000 | 6.17e+06   | B+   |    704.007  -   26479.381 | 3d6.4s2               | a 5D  | 2   | 3d6.(5D).4s.4p.(3P*)  | z 5D*    | 1   |   5 - 3   |    |             T5720 |     L11631  |
         387.86707  |     49000 | 7.02e+06   | B+   |  19788.251  -   45562.974 | 3d6.4s2               | a 3H  | 4   | 3d6.(3H).4s.4p.(3P*)  | y 3G*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         387.87256  |     10500 | 5.34e+07   | C+   |  26406.465  -   52180.820 | 3d7.(2D2).4s          | a 3D  | 1   | 3d7.(2P).4p           | 1P*      | 1   |   3 - 3   |    |             T5720 |     L11631  |
         388.19734  |       690 |            |      |  28604.613  -   54357.405 | 3d7.(2D2).4s          | a 1D  | 2   | 3d7.(4F).5p           | 3G*      | 3   |   5 - 7   |    |                   |     L11631  |
         388.32797  |      6500 | 1.28e+07   | C+   |  26224.969  -   51969.101 | 3d7.(2D2).4s          | a 3D  | 3   | 3d7.(2P).4p           | u 3D*    | 3   |   7 - 7   |    |             T5720 |     L11631  |
         388.43584  |     17400 | 3.99e+06   | B    |  21715.732  -   47452.717 | 3d7.(2G).4s           | a 3G  | 5   | 3d7.(2G).4p           | z 1G*    | 4   |  11 - 9   |    |             T5720 |     L11631  |
         388.51453  |      1320 | 8.36e+05   | C    |  24118.819  -   49850.590 | 3d6.4s2               | b 3G  | 4   | 3d7.(2G).4p           | v 3G*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         388.55103  |     16600 | 7.26e+06   | B+   |  19552.478  -   45281.833 | 3d6.4s2               | a 3P2 | 1   | 3d6.(3P2).4s.4p.(3P*) | x 3D*    | 2   |   3 - 5   |    |             T5720 |     L11631  |
         388.59202  |       479 |            |      |  29798.936  -   55525.562 | 3d6.4s2               | b 1G2 | 4   | 3d6.(1G2).4s.4p.(3P*) | v 3H*    | 5   |   9 - 11  |    |                   |     L11631  |
         388.62820  |    550000 | 5.29e+06   | A    |    415.933  -   26140.179 | 3d6.4s2               | a 5D  | 3   | 3d6.(5D).4s.4p.(3P*)  | z 5D*    | 3   |   7 - 7   |    |             T3547 |     L11631  |
         388.70480  |    251000 | 3.52e+06   | A    |   7376.764  -   33095.941 | 3d7.(4F).4s           | a 5F  | 4   | 3d7.(4F).4p           | y 5D*    | 4   |   9 - 9   |    |             T3548 |     L11631  |
         388.84160  |      2090 |            |      |  26339.696  -   52049.823 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.(5D).4s (4D).5s   | g 5D     | 2   |   5 - 5   |    |                   |     L11631  |
         388.85132  |    200000 | 2.50e+07   | B+   |  12968.554  -   38678.039 | 3d7.(4F).4s           | a 3F  | 2   | 3d7.(4F).4p           | y 3D*    | 2   |   5 - 5   |    |             T5720 |     L11631  |
         388.88213  |     10200 | 1.95e+07   | C+   |  24335.766  -   50043.213 | 3d7.(2P).4s           | c 3P  | 2   | 3d7.(2P).4p           | w 3P*    | 1   |   5 - 3   |    |             T5720 |     L11631  |
         388.99199  |       407 |            |      |  26339.696  -   52039.892 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.(5D).4s (4D).5s   | e 3D     | 1   |   5 - 3   |    |                   |     L11631  |
         389.03955  |       710 | 1.67e+06   | C    |  26140.179  -   51837.238 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.(5D).4s (6D).4d   | e 5P     | 3   |   7 - 7   |    |             T5720 |     L11631  |
         389.08402  |      7900 | 3.06e+06   | C+   |  21999.130  -   47693.239 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3G).4s.4p.(3P*)  | w 5G*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         389.19262  |      4790 | 2.71e+07   | C+   |  27543.003  -   53229.941 | 3d7.(2P).4s           | a 1P  | 1   | 3d7.(2D2).4p          | v 3P*    | 1   |   3 - 3   |    |             T5720 |     L11631  |
         389.28920  |      1510 |            |      |  22249.429  -   47929.997 | 3d7.(2G).4s           | a 3G  | 3   | 3d6.(3G).4s.4p.(3P*)  | v 5F*    | 4   |   7 - 9   |    |                   |     L11631  |
         389.29819  |       500 |            |      |  26339.696  -   52019.669 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.(5D).4s (6D).4d   | e 5P     | 1   |   5 - 3   |    |                   |     L11631  |
         389.33091  |      3160 | 4.52e+06   | B    |  22838.323  -   48516.138 | 3d7.(4P).4s           | b 3P  | 2   | 3d7.(4P).4p           | x 3P*    | 1   |   5 - 3   |    |             T5720 |     L11631  |
         389.33901  |     18600 | 1.00e+07   | B+   |  23783.619  -   49460.902 | 3d6.4s2               | b 3G  | 5   | 3d7.(2G).4p           | v 3G*    | 5   |  11 - 11  |    |             T5720 |     L11631  |
         389.39122  |      7100 | 5.45e+05   | B+   |  19621.006  -   45294.846 | 3d6.4s2               | a 3H  | 5   | 3d6.(3H).4s.4p.(3P*)  | y 3G*    | 5   |  11 - 11  |    |             T5720 |     L11631  |
         389.40117  |      2750 | 1.03e+07   | B    |  26623.735  -   52296.920 | 3d7.(2D2).4s          | a 3D  | 2   | 3d7.(2P).4p           | u 3D*    | 2   |   5 - 5   |    |             T5720 |     L11631  |
         389.56562  |    740000 | 9.39e+06   | A    |    888.132  -   26550.479 | 3d6.4s2               | a 5D  | 1   | 3d6.(5D).4s.4p.(3P*)  | z 5D*    | 0   |   3 - 1   |    |             T3547 |     L11631  |
         389.74485  |      4270 | 1.78e+06   | D+   |  23783.619  -   49434.163 | 3d6.4s2               | b 3G  | 5   | 3d7.(2G).4p           | y 3H*    | 6   |  11 - 13  |    |             T5720 |     L11631  |
         389.78896  |     45700 | 6.20e+06   | B    |  21715.732  -   47363.376 | 3d7.(2G).4s           | a 3G  | 5   | 3d6.(3G).4s.4p.(3P*)  | w 5G*    | 6   |  11 - 13  |    |             T5720 |     L11631  |
         389.80086  |     19500 | 8.00e+05   | C+   |   8154.714  -   33801.572 | 3d7.(4F).4s           | a 5F  | 1   | 3d7.(4F).4p           | y 5D*    | 2   |   3 - 5   |    |             T5720 |     L11631  |
         389.90286  |      7200 | 7.60e+05   | B+   |  19788.251  -   45428.402 | 3d6.4s2               | a 3H  | 4   | 3d6.(3H).4s.4p.(3P*)  | y 3G*    | 4   |   9 - 9   |    |             T5720 |     L11631  |
         389.97071  |   1070000 | 2.58e+06   | A    |    704.007  -   26339.696 | 3d6.4s2               | a 5D  | 2   | 3d6.(5D).4s.4p.(3P*)  | z 5D*    | 2   |   5 - 5   |    |             T3547 |     L11631  |
         390.0515   |    3090bl | 7.9e+06    | D    |  26140.179  -   51770.557 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.(5D).4s (4D).5s   | g 5D     | 3   |   7 - 7   |    |            T2491n |     L11631  |
         390.29455  |    302000 | 2.14e+07   | A    |  12560.934  -   38175.355 | 3d7.(4F).4s           | a 3F  | 3   | 3d7.(4F).4p           | y 3D*    | 3   |   7 - 7   |    |             T3831 |     L11631  |
         390.38976  |     11200 | 7.61e+06   | B    |  24118.819  -   49726.990 | 3d6.4s2               | b 3G  | 4   | 3d7.(2G).4p           | y 3H*    | 4   |   9 - 9   |    |             T5720 |     L11631  |
         390.64795  |    234000 | 8.32e+05   | A    |    888.132  -   26479.381 | 3d6.4s2               | a 5D  | 1   | 3d6.(5D).4s.4p.(3P*)  | z 5D*    | 1   |   3 - 3   |    |             T3547 |     L11631  |
         390.65320  |       380 |            |      |  21999.130  -   47590.048 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3G).4s.4p.(3P*)  | w 5G*    | 4   |   9 - 9   |    |                   |     L11631  |
         390.67468  |      3160 | 7.05e+06   | B    |  26623.735  -   52213.230 | 3d7.(2D2).4s          | a 3D  | 2   | 3d7.(2D2).4p          | t 3D*    | 3   |   5 - 7   |    |             T5720 |     L11631  |
         390.74650  |      3090 | 8.15e+05   | B    |  22249.429  -   47834.221 | 3d7.(2G).4s           | a 3G  | 3   | 3d6.(3F2).4s.4p.(3P*) | x 3G*    | 3   |   7 - 7   |    |             T5720 |     L11631  |
         390.79338  |     12300 | 6.67e+06   | C    |  22249.429  -   47831.153 | 3d7.(2G).4s           | a 3G  | 3   | 3d6.(3G).4s.4p.(3P*)  | w 5G*    | 2   |   7 - 5   |    |             T5720 |     L11631  |
         390.88423  |       910 |            |      |  33946.933  -   59522.714 | 3d6.(5D).4s.4p.(3P*)  | z 3P* | 2   | 3d6.4s.(4D).4d        | 3F       | 3   |   5 - 7   |    |                   |     L11631  |
         390.96573  |      1910 | 5.7e+06    | E    |  26479.381  -   52049.823 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 1   | 3d6.(5D).4s (4D).5s   | g 5D     | 2   |   3 - 5   |    |            T2578n |     L11631  |
         390.98293  |      3630 | 6.99e+06   | B    |  22946.816  -   48516.138 | 3d7.(4P).4s           | b 3P  | 1   | 3d7.(4P).4p           | x 3P*    | 1   |   3 - 3   |    |             T5720 |     L11631  |
         391.08434  |      5100 | 1.37e+06   | C+   |  22249.429  -   47812.118 | 3d7.(2G).4s           | a 3G  | 3   | 3d6.(3F2).4s.4p.(3P*) | x 3G*    | 4   |   7 - 9   |    |             T5720 |     L11631  |
         391.09988  |       680 | 2.68e+06   | C+   |  25899.989  -   51461.670 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 4   | 3d6.(5D).4s (6D).4d   | f 5F     | 4   |   9 - 9   |    |             T5720 |     L11631  |
         391.36316  |      4570 | 1.35e+06   | B    |  18378.186  -   43922.668 | 3d6.4s2               | a 3P2 | 2   | 3d6.(3P2).4s.4p.(3P*) | w 5D*    | 3   |   5 - 7   |    |             T4187 |     L11631  |
         391.42727  |      1660 | 5.8e+06    | D    |  26479.381  -   52019.669 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 1   | 3d6.(5D).4s (6D).4d   | e 5P     | 1   |   3 - 3   |    |            T2578n |     L11631  |
         391.67307  |     17000 | 9.83e+06   | B    |  26105.908  -   51630.178 | 3d7.(2H).4s           | b 3H  | 6   | 3d6.(3H).4s.4p.(3P*)  | 1H*      | 5   |  13 - 11  |    |             T5720 |     L11631  |
         391.71807  |     19100 | 4.34e+05   | A    |   7985.785  -   33507.123 | 3d7.(4F).4s           | a 5F  | 2   | 3d7.(4F).4p           | y 5D*    | 3   |   5 - 7   |    |             T3548 |     L11631  |
         391.83150  |      7900 | 6.03e+06   | B+   |  20037.816  -   45551.767 | 3d6.4s2               | a 3P2 | 0   | 3d6.(3P2).4s.4p.(3P*) | x 3D*    | 1   |   1 - 3   |    |             T5720 |     L11631  |
         391.84152  |      7900 | 4.22e+07   | C+   |  22946.816  -   48460.113 | 3d7.(4P).4s           | b 3P  | 1   | 3d7.(4P).4p           | x 3P*    | 0   |   3 - 1   |    |             T5720 |     L11631  |
         391.86414  |     13800 | 1.17e+07   | C+   |  24338.767  -   49850.590 | 3d6.4s2               | b 3G  | 3   | 3d7.(2G).4p           | v 3G*    | 3   |   7 - 7   |    |             T5720 |     L11631  |
         391.90652  |      5400 | 3.72e+06   | C+   |  24118.819  -   49627.884 | 3d6.4s2               | b 3G  | 4   | 3d7.(2G).4p           | v 3G*    | 4   |   9 - 9   |    |             T5720 |     L11631  |
         392.02578  |    650000 | 2.60e+06   | A    |    978.074  -   26479.381 | 3d6.4s2               | a 5D  | 0   | 3d6.(5D).4s.4p.(3P*)  | z 5D*    | 1   |   1 - 3   |    |             T3547 |     L11631  |
         392.0837   |    1100bl | 2.92e+06   | C+   |  26339.696  -   51837.238 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.(5D).4s (6D).4d   | e 5P     | 3   |   5 - 7   |    |             T5720 |     L11631  |
         392.12721  |      1070 | 5.54e+04   | C+   |  20641.110  -   46135.820 | 3d6.4s2               | b 3F2 | 4   | 3d6.(3H).4s.4p.(3P*)  | z 3I*    | 5   |   9 - 11  |    |             T5720 |     L11631  |
         392.29115  |   1000000 | 1.08e+06   | A    |    415.933  -   25899.989 | 3d6.4s2               | a 5D  | 3   | 3d6.(5D).4s.4p.(3P*)  | z 5D*    | 4   |   7 - 9   |    |             T3547 |     L11631  |
         392.52002  |      1380 | 6.2e+06    | D    |  26550.479  -   52019.669 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 0   | 3d6.(5D).4s (6D).4d   | e 5P     | 1   |   1 - 3   |    |            T2578n |     L11631  |
         392.56435  |      6900 | 8.04e+06   | B    |  22838.323  -   48304.643 | 3d7.(4P).4s           | b 3P  | 2   | 3d7.(4P).4p           | x 3P*    | 2   |   5 - 5   |    |             T5720 |     L11631  |
         392.59410  |      9300 | 1.67e+07   | C+   |  23051.750  -   48516.138 | 3d7.(4P).4s           | b 3P  | 0   | 3d7.(4P).4p           | x 3P*    | 1   |   1 - 3   |    |             T5720 |     L11631  |
         392.60129  |      2450 | 7.26e+06   | B    |  26140.179  -   51604.103 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.(5D).4s (6D).4d   | f 5F     | 3   |   7 - 7   |    |             T5720 |     L11631  |
         392.77495  |       407 |            |      |  34362.873  -   59815.558 | 3d6.(5D).4s.4p.(3P*)  | z 3P* | 1   | 3d6.4s.(4D).4d        | 3F       | 2   |   3 - 5   |    |                   |     L11631  |
         392.7920   | 219000bl* | 2.60e+06   | B+   |    888.132  -   26339.696 | 3d6.4s2               | a 5D  | 1   | 3d6.(5D).4s.4p.(3P*)  | z 5D*    | 2   |   3 - 5   |    |             T5720 |     L11631  |
         392.7920   | 219000bl* |            |      |  22838.323  -   48289.871 | 3d7.(4P).4s           | b 3P  | 2   | 3d5.(6S).4s2.4p       | v 5P*    | 1   |   5 - 3   |    |                   |     L11631  |
         392.80827  |      6200 | 5.64e+06   | B    |  25899.989  -   51350.492 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 4   | 3d6.(5D).4s (4D).5s   | g 5D     | 4   |   9 - 9   |    |             T5720 |     L11631  |
         392.91161  |      2290 | 8.11e+05   | C+   |  22249.429  -   47693.239 | 3d7.(2G).4s           | a 3G  | 3   | 3d6.(3G).4s.4p.(3P*)  | w 5G*    | 3   |   7 - 7   |    |             T5720 |     L11631  |
         392.92080  |      1910 | 2.09e+06   | C+   |  26224.969  -   51668.186 | 3d7.(2D2).4s          | a 3D  | 3   | 3d7.(2H).4p           | u 3G*    | 4   |   7 - 9   |    |             T5720 |     L11631  |
         393.02964  |   1150000 | 1.99e+06   | B+   |    704.007  -   26140.179 | 3d6.4s2               | a 5D  | 2   | 3d6.(5D).4s.4p.(3P*)  | z 5D*    | 3   |   5 - 7   |    |             T5720 |     L11631  |
         393.11170  |      2090 | 4.8e+06    | E    |  26339.696  -   51770.557 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.(5D).4s (4D).5s   | g 5D     | 3   |   5 - 7   |    |            T2578n |     L11631  |
         393.22440  |       490 |            |      |  29056.324  -   54479.902 | 3d6.(5D).4s.4p.(3P*)  | z 5P* | 3   | 3d6.4s.(6D).6s        | 5D       | 4   |   7 - 9   |    |                   |     L11631  |
         393.26271  |      8500 | 2.70e+06   | C+   |  21999.130  -   47420.228 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3G).4s.4p.(3P*)  | w 5G*    | 5   |   9 - 11  |    |             T5720 |     L11631  |
         393.3599   |   4270bl* |            |      |  33507.123  -   58921.963 | 3d7.(4F).4p           | y 5D* | 3   | 3d6.4s.(4D).4d        | 5S       | 2   |   7 - 5   |    |                   |     L11631  |
         393.3599   |   4270bl* | 5.92e+06   | C+   |  24772.018  -   50186.834 | 3d7.(2P).4s           | c 3P  | 1   | 3d7.(2P).4p           | w 3P*    | 2   |   3 - 5   |    |             T5720 |     L11631  |
         393.3599   |   4270bl* |            |      |  26339.696  -   51754.497 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.(5D).4s (6D).4d   | f 5F     | 1   |   5 - 3   |    |                   |     L11631  |
         393.53065  |      1050 | 2.2e+06    | D    |  22946.816  -   48350.606 | 3d7.(4P).4s           | b 3P  | 1   | 3d6.(3G).4s.4p.(3P*)  | v 5F*    | 1   |   3 - 3   |    |            T2578n |     L11631  |
         393.58122  |      9300 | 1.14e+07   | C+   |  22838.323  -   48238.847 | 3d7.(4P).4s           | b 3P  | 2   | 3d6.(3G).4s.4p.(3P*)  | v 5F*    | 2   |   5 - 5   |    |             T5720 |     L11631  |
