-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed      |      Rel. |    Aki     | Acc. |      Ei           Ek      |             Lower level             |              Upper level               |  gi   gk  |Type|               TP  |       Line  |
     Wavelength     |      Int. |   (s^-1)   |      |    (cm-1)       (cm-1)    |-------------------------------------|----------------------------------------|           |    |              Ref. |       Ref.  |
      Air (nm)      |           |            |      |                           | Conf.                 | Term  | J   | Conf.                 | Term     | J   |           |    |                   |             |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Wavelength    |  Rel      |    Aki     | Acc  |              Ei - Ek      | L Conf                |L Term | L J | U Conf                |U Term    | U J |   gi - gk |Type|             TP    |    Line     |
         593.6937   |         1 |            |      |  40231.336  -   57070.371 | 3d6.(5D).4s.4p.(1P*)  | x 5D* | 2   | 3d6.4s.(6D).5d        | 7D       | 3   |   5 - 7   |    |                   |     L11631  |
         593.9240   |         1 |            |      |  26627.609  -   43460.121 | 3d7.(2H).4s           | b 3H  | 4   | 3d6.(3H).4s.4p.(3P*)  | z 5I*    | 5   |   9 - 11  |    |                   |     L11631  |
         594.0452   |         1 |            |      |  40491.284  -   57320.347 | 3d6.(5D).4s.4p.(1P*)  | x 5D* | 0   | 3d6.4s.(6D).5d        | 7G       | 1   |   1 - 3   |    |                   |     L11631  |
         594.09911  |        38 |            |      |  33695.397  -   50522.944 | 3d7.(4F).4p           | y 5F* | 5   | 3d6.(5D).4s (6D).4d   | e 5G     | 6   |  11 - 13  |    |                   |     L11631  |
         594.31003  |        17 |            |      |  33765.306  -   50586.878 | 3d8                   | c 3F  | 2   | 3d7.(2G).4p           | z 1F*    | 3   |   5 - 7   |    |                   |     L11631  |
         594.35780  |        10 |            |      |  17726.988  -   34547.211 | 3d7.(4P).4s           | a 5P  | 2   | 3d7.(4F).4p           | y 5F*    | 2   |   5 - 5   |    |                   |     L11631  |
         594.3624   |       4bl |            |      |  34328.752  -   51148.848 | 3d7.(4F).4p           | y 5F* | 3   | 3d6.(5D).4s (6D).4d   | e 7F     | 3   |   7 - 7   |    |                   |     L11631  |
         594.5390   |         1 |            |      |  26627.609  -   43442.705 | 3d7.(2H).4s           | b 3H  | 4   | 3d6.(3H).4s.4p.(3P*)  | z 5I*    | 4   |   9 - 9   |    |                   |     L11631  |
         594.75111  |        14 |            |      |  37157.566  -   53966.662 | 3d6.(5D).4s.4p.(1P*)  | y 5P* | 2   | 3d7.(4F).4d           | h 5D     | 2   |   5 - 5   |    |                   |     L11631  |
         594.9279   |      59bl |            |      |   7376.764  -   24180.862 | 3d7.(4F).4s           | a 5F  | 4   | 3d6.(5D).4s.4p.(3P*)  | z 7P*    | 3   |   9 - 7   |    |                   |     L11631  |
         594.93466  |        81 |            |      |  37162.746  -   53966.662 | 3d7.(4F).4p           | y 3F* | 3   | 3d7.(4F).4d           | h 5D     | 2   |   7 - 5   |    |                   |     L11631  |
         595.14532  |        15 |            |      |  26105.908  -   42903.861 | 3d7.(2H).4s           | b 3H  | 6   | 3d6.(3H).4s.4p.(3P*)  | z 5I*    | 6   |  13 - 13  |    |                   |     L11631  |
         595.27180  |       347 | 1.5e+06    | D    |  32133.991  -   48928.388 | 3d6.(5D).4s.4p.(3P*)  | z 3F* | 2   | 3d7.(4F).5s           | e 3F     | 2   |   5 - 5   |    |            T2578n |     L11631  |
         595.2885   |         2 |            |      |  34039.516  -   50833.438 | 3d7.(4F).4p           | y 5F* | 4   | 3d6.(5D).4s (6D).4d   | e 7F     | 5   |   9 - 11  |    |                   |     L11631  |
         595.3597   |         1 |            |      |  37045.934  -   53837.851 | 3d7.(2F).4s           | d 3F  | 4   | 3d7.(4F).5p           | 3D*      | 3   |   9 - 7   |    |                   |     L11631  |
         595.6460   |         1 |            |      |  34547.211  -   51331.052 | 3d7.(4F).4p           | y 5F* | 2   | 3d6.(5D).4s (6D).4d   | e 7F     | 2   |   5 - 5   |    |                   |     L11631  |
         595.66940  |       407 | 5.15e+02   | B+   |   6928.268  -   23711.456 | 3d7.(4F).4s           | a 5F  | 5   | 3d6.(5D).4s.4p.(3P*)  | z 7P*    | 4   |  11 - 9   |    |             T4920 |     L11631  |
         595.7864   |         2 |            |      |  33695.397  -   50475.288 | 3d7.(4F).4p           | y 5F* | 5   | 3d6.(5D).4s (6D).4d   | e 7P     | 4   |  11 - 9   |    |                   |     L11631  |
         595.8228   |     16bl* |            |      |  36766.966  -   53545.833 | 3d6.(5D).4s.4p.(1P*)  | y 5P* | 3   | 3d7.(4F).4d           | h 5D     | 3   |   7 - 7   |    |                   |     L11631  |
         595.8228   |     16bl* |            |      |   7728.060  -   24506.917 | 3d7.(4F).4s           | a 5F  | 3   | 3d6.(5D).4s.4p.(3P*)  | z 7P*    | 2   |   7 - 5   |    |                   |     L11631  |
         595.83328  |        14 |            |      |  17550.181  -   34328.752 | 3d7.(4P).4s           | a 5P  | 3   | 3d7.(4F).4p           | y 5F*    | 3   |   7 - 7   |    |                   |     L11631  |
         595.99142  |         7 |            |      |  33412.717  -   50186.834 | 3d8                   | c 3F  | 3   | 3d7.(2P).4p           | w 3P*    | 2   |   7 - 5   |    |                   |     L11631  |
         596.0361   |         1 |            |      |  41018.051  -   57790.909 | 3d6.(5D).4s.4p.(1P*)  | x 5F* | 2   | 3d7.(4F).6s           | 3F       | 2   |   5 - 5   |    |                   |     L11631  |
         596.1524   |         1 |            |      |  40871.412  -   57641.001 | 3d8                   | 3P    | 2   | 3d6.(3D).4s.4p.(3P*)  | t 3F*    | 3   |   5 - 7   |    |                   |     L11631  |
         596.1918   |         2 |            |      |  34039.516  -   50807.997 | 3d7.(4F).4p           | y 5F* | 4   | 3d6.(5D).4s (6D).4d   | f 7D     | 4   |   9 - 9   |    |                   |     L11631  |
         596.2219   |         1 |            |      |  37157.566  -   53925.200 | 3d6.(5D).4s.4p.(1P*)  | y 5P* | 2   | 3d7.(4F).4d           | f 5P     | 1   |   5 - 3   |    |                   |     L11631  |
         596.3065   |         2 |            |      |  29371.812  -   46137.097 | 3d6.4s2               | b 3D  | 3   | 3d7.(4P).4p           | w 5P*    | 3   |   7 - 7   |    |                   |     L11631  |
         596.32382  |         3 |            |      |  17927.382  -   34692.148 | 3d7.(4P).4s           | a 5P  | 1   | 3d7.(4F).4p           | y 5F*    | 1   |   3 - 3   |    |                   |     L11631  |
         596.5471   |         2 |            |      |  34121.603  -   50880.102 | 3d7.(4F).4p           | y 5D* | 0   | 3d6.(5D).4s (6D).4d   | f 5D     | 1   |   1 - 3   |    |                   |     L11631  |
         596.5694   |         2 |            |      |  26351.040  -   43108.917 | 3d7.(2H).4s           | b 3H  | 5   | 3d6.(3H).4s.4p.(3P*)  | z 5H*    | 4   |  11 - 9   |    |                   |     L11631  |
         596.59905  |         5 |            |      |  39969.853  -   56726.892 | 3d6.(5D).4s.4p.(1P*)  | x 5D* | 3   | 3d6.4s.(6D).5d        | 5F       | 3   |   7 - 7   |    |                   |     L11631  |
         596.6980   |         2 |            |      |  32873.632  -   49627.884 | 3d8                   | c 3F  | 4   | 3d7.(2G).4p           | v 3G*    | 4   |   9 - 9   |    |                   |     L11631  |
         596.95618  |         7 |            |      |  34547.211  -   51294.220 | 3d7.(4F).4p           | y 5F* | 2   | 3d6.(5D).4s (4D).5s   | e 3D     | 3   |   5 - 7   |    |                   |     L11631  |
         597.3470   |         2 |            |      |  41018.051  -   57754.099 | 3d6.(5D).4s.4p.(1P*)  | x 5F* | 2   | 3d7.(4F).6s           | 5F       | 1   |   5 - 3   |    |                   |     L11631  |
         597.5346   |    257bl* |            |      |  32873.632  -   49604.427 | 3d8                   | c 3F  | 4   | 3d7.(2G).4p           | y 3H*    | 5   |   9 - 11  |    |                   |     L11631  |
         597.5346   |    257bl* |            |      |  38995.736  -   55726.52? | 3d7.(4F).4p           | y 3D* | 1   | 3d7.(4F).4d           | e 3P     | 0   |   3 - 1   |    |                   |     L11631  |
         597.61600  |         4 |            |      |  34636.792  -   51365.311 | 3d6.4s2               | b 1D2 | 2   | 3d7.(2D2).4p          | v 3F*    | 3   |   5 - 7   |    |                   |     L11631  |
         597.64387  |         7 |            |      |  33695.397  -   50423.137 | 3d7.(4F).4p           | y 5F* | 5   | 3d6.(5D).4s (6D).4d   | f 5D     | 4   |  11 - 9   |    |                   |     L11631  |
         597.67767  |       490 |            |      |  31805.071  -   48531.865 | 3d6.(5D).4s.4p.(3P*)  | z 3F* | 3   | 3d7.(4F).5s           | e 3F     | 3   |   7 - 7   |    |                   |     L11631  |
         597.8323   |         2 |            |      |  40491.284  -   57213.744 | 3d6.(5D).4s.4p.(1P*)  | x 5D* | 0   | 3d6.4s.(6D).5d        | 7F       | 1   |   1 - 3   |    |                   |     L11631  |
         597.8894   |         2 |            |      |  40231.336  -   56952.213 | 3d6.(5D).4s.4p.(1P*)  | x 5D* | 2   | 3d6.4s.(6D).5d        | 5F       | 2   |   5 - 5   |    |                   |     L11631  |
         598.13647  |         4 |            |      |  29313.008  -   46026.971 | 3d6.4s2               | a 1I  | 6   | 3d6.(3H).4s.4p.(3P*)  | z 3I*    | 6   |  13 - 13  |    |                   |     L11631  |
         598.1754   |       9bl |            |      |  40594.432  -   57307.320 | 3d6.(5D).4s.4p.(1P*)  | x 5F* | 4   | 3d6.4s.(6D).5d        | 7F       | 4   |   9 - 9   |    |                   |     L11631  |
         598.2312   |         4 |            |      |  39625.804  -   56337.126 | 3d6.(5D).4s.4p.(1P*)  | x 5D* | 4   | 3d6.4s.(6D).5d        | 5D       | 3   |   9 - 7   |    |                   |     L11631  |
         598.36806  |       437 |            |      |  36686.176  -   53393.673 | 3d7.(4F).4p           | y 3F* | 4   | 3d7.(4F).4d           | g 5F     | 4   |   9 - 9   |    |                   |     L11631  |
         598.48147  |       690 |            |      |  38175.355  -   54879.683 | 3d7.(4F).4p           | y 3D* | 3   | 3d7.(4F).4d           | e 3P     | 2   |   7 - 5   |    |                   |     L11631  |
         598.5188   |         4 |            |      |  39969.853  -   56673.145 | 3d6.(5D).4s.4p.(1P*)  | x 5D* | 3   | 3d6.4s.(6D).5d        | 5G       | 4   |   7 - 9   |    |                   |     L11631  |
         598.69559  |        10 |            |      |  26627.609  -   43325.964 | 3d7.(2H).4s           | b 3H  | 4   | 3d6.(3H).4s.4p.(3P*)  | z 5H*    | 3   |   9 - 7   |    |                   |     L11631  |
         598.70645  |       363 |            |      |  38678.039  -   55376.090 | 3d7.(4F).4p           | y 3D* | 2   | 3d7.(4F).4d           | e 3P     | 1   |   5 - 3   |    |                   |     L11631  |
         598.8556   |         2 |            |      |  40871.412  -   57565.305 | 3d8                   | 3P    | 2   | 3d6.(3P2).4s.4p.(1P*) | 3D*      | 3   |   5 - 7   |    |                   |     L11631  |
         599.1261   |         2 |            |      |  40842.154  -   57528.512 | 3d6.(5D).4s.4p.(1P*)  | x 5F* | 3   | 3d7.(4F).6s           | 5F       | 2   |   7 - 5   |    |                   |     L11631  |
         599.2641   |         1 |            |      |  33695.397  -   50377.908 | 3d7.(4F).4p           | y 5F* | 5   | 3d6.(5D).4s (6D).4d   | f 7D     | 5   |  11 - 11  |    |                   |     L11631  |
         599.2998   |         2 |            |      |  34017.103  -   50698.620 | 3d7.(4F).4p           | y 5D* | 1   | 3d6.(5D).4s (6D).4d   | f 5D     | 2   |   3 - 5   |    |                   |     L11631  |
         599.4544   |         1 |            |      |  28604.613  -   45281.833 | 3d7.(2D2).4s          | a 1D  | 2   | 3d6.(3P2).4s.4p.(3P*) | x 3D*    | 2   |   5 - 5   |    |                   |     L11631  |
         599.5914   |         3 |            |      |  37157.566  -   53830.975 | 3d6.(5D).4s.4p.(1P*)  | y 5P* | 2   | 3d7.(4F).4d           | g 5F     | 3   |   5 - 7   |    |                   |     L11631  |
         599.76745  |         4 |            |      |  40842.154  -   57510.666 | 3d6.(5D).4s.4p.(1P*)  | x 5F* | 3   | 3d7.(4F).6s           | 5F       | 3   |   7 - 7   |    |                   |     L11631  |
         599.77774  |       129 |            |      |  37162.746  -   53830.975 | 3d7.(4F).4p           | y 3F* | 3   | 3d7.(4F).4d           | g 5F     | 3   |   7 - 7   |    |                   |     L11631  |
         599.89381  |         3 |            |      |  29313.008  -   45978.008 | 3d6.4s2               | a 1I  | 6   | 3d6.(3H).4s.4p.(3P*)  | z 3I*    | 7   |  13 - 15  |    |                   |     L11631  |
         600.0630   |         1 |            |      |  41130.599  -   57790.909 | 3d6.(5D).4s.4p.(1P*)  | x 5F* | 1   | 3d7.(4F).6s           | 3F       | 2   |   3 - 5   |    |                   |     L11631  |
         600.30119  |       980 |            |      |  31307.245  -   47960.940 | 3d6.(5D).4s.4p.(3P*)  | z 3F* | 4   | 3d7.(4F).5s           | e 3F     | 4   |   9 - 9   |    |                   |     L11631  |
         600.55409  |        49 |            |      |  20874.482  -   37521.161 | 3d6.4s2               | b 3F2 | 3   | 3d7.(4F).4p           | y 3F*    | 2   |   7 - 5   |    |                   |     L11631  |
         600.77146  |         6 |            |      |  26351.040  -   42991.697 | 3d7.(2H).4s           | b 3H  | 5   | 3d6.(3H).4s.4p.(3P*)  | z 5H*    | 5   |  11 - 11  |    |                   |     L11631  |
         600.79597  |       295 |            |      |  37521.161  -   54161.139 | 3d7.(4F).4p           | y 3F* | 2   | 3d7.(4F).4d           | f 5G     | 3   |   5 - 7   |    |                   |     L11631  |
         600.85562  |      1150 |            |      |  31322.613  -   47960.940 | 3d6.(5D).4s.4p.(3P*)  | z 3D* | 3   | 3d7.(4F).5s           | e 3F     | 4   |   7 - 9   |    |                   |     L11631  |
         600.9826   |      3bl* |            |      |  36975.588  -   53610.412 | 3d7.(2F).4s           | d 3F  | 3   | 3d7.(4F).5p           | 5D*      | 4   |   7 - 9   |    |                   |     L11631  |
         600.9826   |      3bl* |            |      |  26224.969  -   42859.778 | 3d7.(2D2).4s          | a 3D  | 3   | 3d6.(3P2).4s.4p.(3P*) | x 5P*    | 2   |   7 - 5   |    |                   |     L11631  |
         601.22095  |        56 | 1.69e+04   | C+   |  17927.382  -   34555.597 | 3d7.(4P).4s           | a 5P  | 1   | 3d6.(5D).4s.4p.(3P*)  | z 3P*    | 0   |   3 - 1   |    |             T5783 |     L11631  |
         601.24373  |         5 |            |      |  38678.039  -   55305.627 | 3d7.(4F).4p           | y 3D* | 2   | 3d6.4s.(6D).6s        | 5D       | 1   |   5 - 3   |    |                   |     L11631  |
         601.2758   |         1 |            |      |  36766.966  -   53393.673 | 3d6.(5D).4s.4p.(1P*)  | y 5P* | 3   | 3d7.(4F).4d           | g 5F     | 4   |   7 - 9   |    |                   |     L11631  |
         601.3914   |         3 |            |      |  41130.599  -   57754.099 | 3d6.(5D).4s.4p.(1P*)  | x 5F* | 1   | 3d7.(4F).6s           | 5F       | 1   |   3 - 3   |    |                   |     L11631  |
         601.52439  |         5 |            |      |  17927.382  -   34547.211 | 3d7.(4P).4s           | a 5P  | 1   | 3d7.(4F).4p           | y 5F*    | 2   |   3 - 5   |    |                   |     L11631  |
         601.6047   |         1 |            |      |  40257.314  -   56874.916 | 3d6.(5D).4s.4p.(1P*)  | x 5F* | 5   | 3d6.4s.(6D).5d        | 7G       | 6   |  11 - 13  |    |                   |     L11631  |
         601.82991  |        13 |            |      |  37521.161  -   54132.551 | 3d7.(4F).4p           | y 3F* | 2   | 3d7.(4F).4d           | h 5D     | 1   |   5 - 3   |    |                   |     L11631  |
         601.93655  |        22 |            |      |  28819.954  -   45428.402 | 3d7.(2H).4s           | a 1H  | 5   | 3d6.(3H).4s.4p.(3P*)  | y 3G*    | 4   |  11 - 9   |    |                   |     L11631  |
         602.00132  |       195 |            |      |                           |                       |       |     |                       |          |     |           |    |                   |     L11631  |
         602.01688  |       930 |            |      |  37162.746  -   53768.979 | 3d7.(4F).4p           | y 3F* | 3   | 3d7.(4F).4d           | f 5G     | 4   |   7 - 9   |    |                   |     L11631  |
         602.17908  |        44 |            |      |  17726.988  -   34328.752 | 3d7.(4P).4s           | a 5P  | 2   | 3d7.(4F).4p           | y 5F*    | 3   |   5 - 7   |    |                   |     L11631  |
         602.40576  |      2290 |            |      |  36686.176  -   53281.689 | 3d7.(4F).4p           | y 3F* | 4   | 3d7.(4F).4d           | f 5G     | 5   |   9 - 11  |    |                   |     L11631  |
         602.70505  |       600 | 1.36e+06   | C+   |  32873.632  -   49460.902 | 3d8                   | c 3F  | 4   | 3d7.(2G).4p           | v 3G*    | 5   |   9 - 11  |    |             T5720 |     L11631  |
         602.7723   |         2 |            |      |  40257.314  -   56842.733 | 3d6.(5D).4s.4p.(1P*)  | x 5F* | 5   | 3d6.4s.(6D).5d        | 7F       | 5   |  11 - 11  |    |                   |     L11631  |
         602.7966   |         2 |            |      |  37162.746  -   53747.500 | 3d7.(4F).4p           | y 3F* | 3   | 3d7.(4F).4d           | f 3D     | 3   |   7 - 7   |    |                   |     L11631  |
         602.81063  |         8 |            |      |  45608.361  -   62192.735 | 3d6.(3F2).4s.4p.(3P*) | x 5G* | 6   |                       | 62192e   | 5   |  13 - 11  |    |                   |     L11631  |
         603.40351  |        19 |            |      |  34782.421  -   51350.492 | 3d7.(4F).4p           | z 5G* | 5   | 3d6.(5D).4s (4D).5s   | g 5D     | 4   |  11 - 9   |    |                   |     L11631  |
         603.5337   |     22bl* |            |      |  34636.792  -   51201.289 | 3d6.4s2               | b 1D2 | 2   | 3d7.(2D2).4p          | v 3F*    | 2   |   5 - 5   |    |                   |     L11631  |
         603.5337   |     22bl* |            |      |  37045.934  -   53610.412 | 3d7.(2F).4s           | d 3F  | 4   | 3d7.(4F).5p           | 5D*      | 4   |   9 - 9   |    |                   |     L11631  |
         603.6457   |       8bl |            |      |  40594.432  -   57155.857 | 3d6.(5D).4s.4p.(1P*)  | x 5F* | 4   | 3d6.4s.(6D).5d        | 7G       | 4   |   9 - 9   |    |                   |     L11631  |
         604.20948  |       251 |            |      |                           |                       |       |     |                       |          |     |           |    |                   |     L11631  |
         604.2225   |         2 |            |      |  37521.161  -   54066.773 | 3d7.(4F).4p           | y 3F* | 2   | 3d7.(4F).4d           | f 3D     | 2   |   5 - 5   |    |                   |     L11631  |
         605.40738  |        15 |            |      |  35257.324  -   51770.557 | 3d7.(4F).4p           | z 5G* | 4   | 3d6.(5D).4s (4D).5s   | g 5D     | 3   |   9 - 7   |    |                   |     L11631  |
         605.5091   |       2bl |            |      |  41018.051  -   57528.512 | 3d6.(5D).4s.4p.(1P*)  | x 5F* | 2   | 3d7.(4F).6s           | 5F       | 2   |   5 - 5   |    |                   |     L11631  |
         605.5401   |         4 |            |      |  39969.853  -   56479.463 | 3d6.(5D).4s.4p.(1P*)  | x 5D* | 3   | 3d6.4s.(6D).5d        | 5D       | 2   |   7 - 5   |    |                   |     L11631  |
         605.60043  |       550 |            |      |  38175.355  -   54683.322 | 3d7.(4F).4p           | y 3D* | 3   | 3d7.(4F).4d           | f 3F     | 4   |   7 - 9   |    |                   |     L11631  |
         605.72581  |        13 |            |      |  40257.314  -   56761.878 | 3d6.(5D).4s.4p.(1P*)  | x 5F* | 5   | 3d6.4s.(6D).5d        | 5F       | 5   |  11 - 11  |    |                   |     L11631  |
         606.06239  |         3 |            |      |  12560.934  -   29056.324 | 3d7.(4F).4s           | a 3F  | 3   | 3d6.(5D).4s.4p.(3P*)  | z 5P*    | 3   |   7 - 7   |    |                   |     L11631  |
         606.0808   |         2 |            |      |  34039.516  -   50534.397 | 3d7.(4F).4p           | y 5F* | 4   | 3d6.(5D).4s (6D).4d   | f 5D     | 3   |   9 - 7   |    |                   |     L11631  |
         606.28480  |        34 |            |      |  17550.181  -   34039.516 | 3d7.(4P).4s           | a 5P  | 3   | 3d7.(4F).4p           | y 5F*    | 4   |   7 - 9   |    |                   |     L11631  |
         606.2944   |         2 |            |      |  40231.336  -   56720.409 | 3d6.(5D).4s.4p.(1P*)  | x 5D* | 2   | 3d6.4s.(6D).5d        | 5S       | 2   |   5 - 5   |    |                   |     L11631  |
         606.5482   |   4790bl* | 1.07e+06   | B    |  21038.987  -   37521.161 | 3d6.4s2               | b 3F2 | 2   | 3d7.(4F).4p           | y 3F*    | 2   |   5 - 5   |    |             T4293 |     L11631  |
         606.5482   |   4790bl* |            |      |  39969.853  -   56452.018 | 3d6.(5D).4s.4p.(1P*)  | x 5D* | 3   | 3d6.4s.(6D).5d        | 7D       | 4   |   7 - 9   |    |                   |     L11631  |
         606.5800   |         6 |            |      |  26627.609  -   43108.917 | 3d7.(2H).4s           | b 3H  | 4   | 3d6.(3H).4s.4p.(3P*)  | z 5H*    | 4   |   9 - 9   |    |                   |     L11631  |
         607.1420   |       5bl |            |      |  40207.091  -   56673.145 | 3d5.(6S).4s2.4p       | y 7P* | 3   | 3d6.4s.(6D).5d        | 5G       | 4   |   7 - 9   |    |                   |     L11631  |
         607.84907  |       560 |            |      |  38678.039  -   55124.938 | 3d7.(4F).4p           | y 3D* | 2   | 3d7.(4F).4d           | f 3F     | 3   |   5 - 7   |    |                   |     L11631  |
         607.90089  |       148 | 2.9e+06    | E    |  37521.161  -   53966.662 | 3d7.(4F).4p           | y 3F* | 2   | 3d7.(4F).4d           | h 5D     | 2   |   5 - 5   |    |            T2578n |     L11631  |
         608.1710   |         4 |            |      |  35611.625  -   52049.823 | 3d7.(4F).4p           | z 5G* | 3   | 3d6.(5D).4s (4D).5s   | g 5D     | 2   |   7 - 5   |    |                   |     L11631  |
         608.1828   |         2 |            |      |  33412.717  -   49850.590 | 3d8                   | c 3F  | 3   | 3d7.(2G).4p           | v 3G*    | 3   |   7 - 7   |    |                   |     L11631  |
         608.27102  |       166 | 1.61e+04   | B    |  17927.382  -   34362.873 | 3d7.(4P).4s           | a 5P  | 1   | 3d6.(5D).4s.4p.(3P*)  | z 3P*    | 1   |   3 - 3   |    |             T4187 |     L11631  |
         608.3663   |         4 |            |      |  31322.613  -   47755.537 | 3d6.(5D).4s.4p.(3P*)  | z 3D* | 3   | 3d7.(4F).5s           | e 5F     | 3   |   7 - 7   |    |                   |     L11631  |
         608.52587  |        79 | 6.99e+04   | D+   |  22249.429  -   38678.039 | 3d7.(2G).4s           | a 3G  | 3   | 3d7.(4F).4p           | y 3D*    | 2   |   7 - 5   |    |             T5720 |     L11631  |
         608.7878   |       2bl |            |      |  33765.306  -   50186.834 | 3d8                   | c 3F  | 2   | 3d7.(2P).4p           | w 3P*    | 2   |   5 - 5   |    |                   |     L11631  |
         609.1720   |         6 |            |      |  37157.566  -   53568.751 | 3d6.(5D).4s.4p.(1P*)  | y 5P* | 2   | 3d7.(4F).4d           | f 5P     | 2   |   5 - 5   |    |                   |     L11631  |
         609.36440  |        68 | 1.2e+06    | E    |  37162.746  -   53568.751 | 3d7.(4F).4p           | y 3F* | 3   | 3d7.(4F).4d           | f 5P     | 2   |   7 - 5   |    |            T2578n |     L11631  |
         609.43732  |        33 | 7.3e+05    | E    |  37521.161  -   53925.200 | 3d7.(4F).4p           | y 3F* | 2   | 3d7.(4F).4d           | f 5P     | 1   |   5 - 3   |    |            T2578n |     L11631  |
         609.66649  |       141 | 3.4e+05    | E    |  32133.991  -   48531.865 | 3d6.(5D).4s.4p.(3P*)  | z 3F* | 2   | 3d7.(4F).5s           | e 3F     | 3   |   5 - 7   |    |            T2578n |     L11631  |
         609.7081   |        14 |            |      |  17550.181  -   33946.933 | 3d7.(4P).4s           | a 5P  | 3   | 3d6.(5D).4s.4p.(3P*)  | z 3P*    | 2   |   7 - 5   |    |                   |     L11631  |
         609.82443  |        36 |            |      |  36766.966  -   53160.593 | 3d6.(5D).4s.4p.(1P*)  | y 5P* | 3   | 3d7.(4F).4d           | f 5P     | 3   |   7 - 7   |    |                   |     L11631  |
         610.02713  |        22 |            |      |  36766.966  -   53155.145 | 3d6.(5D).4s.4p.(1P*)  | y 5P* | 3   | 3d7.(4F).4d           | h 5D     | 4   |   7 - 9   |    |                   |     L11631  |
         610.2177   |    590bl* |            |      |  37162.746  -   53545.833 | 3d7.(4F).4p           | y 3F* | 3   | 3d7.(4F).4d           | h 5D     | 3   |   7 - 7   |    |                   |     L11631  |
         610.2177   |    590bl* |            |      |  38995.736  -   55378.811 | 3d7.(4F).4p           | y 3D* | 1   | 3d7.(4F).4d           | f 3F     | 2   |   3 - 5   |    |                   |     L11631  |
         610.31847  |       257 |            |      |  38995.736  -   55376.090 | 3d7.(4F).4p           | y 3D* | 1   | 3d7.(4F).4d           | e 3P     | 1   |   3 - 3   |    |                   |     L11631  |
         610.32935  |        71 | 1.52e+06   | C    |  38175.355  -   54555.418 | 3d7.(4F).4p           | y 3D* | 3   | 3d7.(4F).4d           | e 3H     | 4   |   7 - 9   |    |             T5720 |     L11631  |
         610.51310  |        25 |            |      |  36686.176  -   53061.318 | 3d7.(4F).4p           | y 3F* | 4   | 3d7.(4F).4d           | g 5F     | 5   |   9 - 11  |    |                   |     L11631  |
         610.7329   |        26 |            |      |  32873.632  -   49242.886 | 3d8                   | c 3F  | 4   | 3d7.(2G).4p           | w 3F*    | 3   |   9 - 7   |    |                   |     L11631  |
         612.02490  |        34 | 2.12e+01   | B+   |   7376.764  -   23711.456 | 3d7.(4F).4s           | a 5F  | 4   | 3d6.(5D).4s.4p.(3P*)  | z 7P*    | 4   |   9 - 9   |    |             T4920 |     L11631  |
         612.79062  |       257 | 7.87e+05   | D+   |  33412.717  -   49726.990 | 3d8                   | c 3F  | 3   | 3d7.(2G).4p           | y 3H*    | 4   |   7 - 9   |    |             T5720 |     L11631  |
         613.5790   |        25 |            |      |  40257.314  -   56550.634 | 3d6.(5D).4s.4p.(1P*)  | x 5F* | 5   | 3d6.4s.(6D).5d        | 5G       | 5   |  11 - 11  |    |                   |     L11631  |
         613.66149  |       112 | 1.01e+06   | B    |  19788.251  -   36079.372 | 3d6.4s2               | a 3H  | 4   | 3d7.(4F).4p           | z 3G*    | 3   |   9 - 7   |    |             T4187 |     L11631  |
         613.69943  |       245 | 6.62e+04   | B    |  17726.988  -   34017.103 | 3d7.(4P).4s           | a 5P  | 2   | 3d7.(4F).4p           | y 5D*    | 1   |   5 - 3   |    |             T4187 |     L11631  |
         613.7286   |         5 |            |      |  36940.590  -   53229.941 | 3d7.(2F).4s           | d 3F  | 2   | 3d7.(2D2).4p          | v 3P*    | 1   |   5 - 3   |    |                   |     L11631  |
         613.7498   |         4 |            |      |  26874.550  -   43163.326 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 5   | 3d6.(5D).4s (6D).5s   | e 7D     | 4   |  11 - 9   |    |                   |     L11631  |
         613.76913  |      6800 | 1.00e+06   | B    |  20874.482  -   37162.746 | 3d6.4s2               | b 3F2 | 3   | 3d7.(4F).4p           | y 3F*    | 3   |   7 - 7   |    |             T4293 |     L11631  |
         613.9867   |         4 |            |      |  34328.752  -   50611.261 | 3d7.(4F).4p           | y 5F* | 3   | 3d6.(5D).4s (6D).4d   | e 7P     | 3   |   7 - 7   |    |                   |     L11631  |
         614.17316  |       510 | 1.23e+06   | B    |  29056.324  -   45333.875 | 3d6.(5D).4s.4p.(3P*)  | z 5P* | 3   | 3d6.(5D).4s (6D).5s   | e 5D     | 2   |   7 - 5   |    |             T5783 |     L11631  |
         614.78343  |       209 | 5.37e+05   | C+   |  32873.632  -   49135.023 | 3d8                   | c 3F  | 4   | 3d6.(3F2).4s.4p.(3P*) | v 3D*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         615.16177  |       132 | 1.77e+04   | B    |  17550.181  -   33801.572 | 3d7.(4P).4s           | a 5P  | 3   | 3d7.(4F).4p           | y 5D*    | 2   |   7 - 5   |    |             T4187 |     L11631  |
