-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    Observed    |   Rel. |    Aki     | Acc. |      Ei           Ek       |              Lower level              |              Upper level               |  gi   gk  |Type|      TP  |  Line  |
   Wavelength   |   Int. |   (s^-1)   |      |    (cm-1)       (cm-1)     |---------------------------------------|----------------------------------------|           |    |     Ref. |  Ref.  |
    Air (nm)    |        |            |      |                            | Conf.                 | Term    | J   | Conf.                 | Term     | J   |           |    |          |        |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Wavelength    |  Rel   |    Aki     | Acc  |              Ei - Ek       | L Conf                |L Term   | L J | U Conf                |U Term    | U J |   gi - gk |Type|  TP      |   Line |
       444.7411 |    200 |            |      |  332802.21  -   355280.89  | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]   | 3   |   5 - 7   |    |          |  L914  |
       445.183  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       445.4564 |      5 |            |      |  332841.93  -   355284.53  | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 2   |   7 - 5   |    |          |  L914  |
       445.4736 |    200 |            |      |  332841.93  -   355283.70  | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 3   |   7 - 7   |    |          |  L914  |
       445.5224 |    200 |            |      |  332841.93  -   355281.16  | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]   | 4   |   7 - 9   |    |          |  L914  |
       445.7025 |     20 |            |      |  331496.51  -   353926.69  | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 2   |   5 - 5   |    |          |  L914  |
       445.7223 |    200 |            |      |  331496.51  -   353925.81  | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 3   |   5 - 7   |    |          |  L914  |
       445.951  |     80 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       447.210  |    100 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       447.274  |     90 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       447.4633 |    200 |            |      |  331496.51  -   353838.44  | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 2   |   5 - 5   |    |          |  L914  |
       447.8623 |    100 |            |      |  332962.57  -   355284.53  | 2s2.2p5.(2P*<1/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 2   |   5 - 5   |    |          |  L914  |
       447.8797 |    200 |            |      |  332962.57  -   355283.70  | 2s2.2p5.(2P*<1/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 3   |   5 - 7   |    |          |  L914  |
       448.0423 |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       448.1664 |    200 |            |      |  331665.59  -   353972.42  | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]   | 3   |   5 - 7   |    |          |  L914  |
       448.779  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       449.0162 |    200 |            |      |  331707.90  -   353972.63  | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]   | 4   |   7 - 9   |    |          |  L914  |
       449.0869 |    200 |            |      |  331665.59  -   353926.69  | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 2   |   5 - 5   |    |          |  L914  |
       449.1037 |     10 |            |      |  331665.59  -   353925.81  | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 3   |   5 - 7   |    |          |  L914  |
       449.615  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       449.9431 |     20 |            |      |  331707.90  -   353926.69  | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 2   |   7 - 5   |    |          |  L914  |
       449.9615 |    200 |            |      |  331707.90  -   353925.81  | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 3   |   7 - 7   |    |          |  L914  |
       450.3693 |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       450.6972 |    200 |            |      |  331745.06  -   353926.69  | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 2   |   3 - 5   |    |          |  L914  |
       450.8997 |    130 |            |      |  331665.59  -   353837.23  | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 1   |   5 - 3   |    |          |  L914  |
       451.0475 |    160 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       451.441  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       451.7380 |    130 |            |      |  331707.90  -   353838.44  | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 2   |   7 - 5   |    |          |  L914  |
       451.9201 |    200 |            |      |  333162.94  -   355284.53  | 2s2.2p5.(2P*<1/2>).3d | 2[3/2]* | 1   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]   | 2   |   3 - 5   |    |          |  L914  |
       452.4977 |    200 |            |      |  331745.06  -   353838.44  | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 2   |   3 - 5   |    |          |  L914  |
       452.661  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       452.931  |     90 |            |      |  342971.0   -   365043.5   | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).6s | 2[1/2]*  | 1   |   3 - 3   |    |          |  L914  |
       453.3323 |    200 |            |      |  331873.93  -   353926.69  | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 2   |   3 - 5   |    |          |  L914  |
       453.803  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       454.7845 |     80 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       454.950  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       455.1518 |    200 |            |      |  331873.93  -   353838.44  | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 2   |   3 - 5   |    |          |  L914  |
       455.1787 |     80 |            |      |  331873.93  -   353837.23  | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 1   |   3 - 3   |    |          |  L914  |
       455.832  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       456.907  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       457.0443 |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       457.355  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       457.842  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       458.4383 |     80 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       459.0933 |    160 | 2.0e+06    | E    |  308860.80  -   330636.75  | 2s2.2p5.3p            | 1S      | 0   | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]*  | 1   |   1 - 3   |    | T6036c79 |  L914  |
       459.819  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       459.974  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       461.338  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       461.455  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       463.394  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       464.620  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       468.964  |     50 |            |      |  353202.6   -   374520.3   | 2s2.2p5.(2P*<3/2>).4d | 2[7/2]* | 4   | 2s2.2p5.(2P*<3/2>).8f | 2[9/2]   | 4,5 |   9 - 20  |    |          |  L914  |
       472.2333 |    160 |            |      |  332802.21  -   353972.42  | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]   | 3   |   5 - 7   |    |          |  L914  |
       472.860  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       473.1141 |    160 |            |      |  332841.93  -   353972.63  | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]   | 4   |   7 - 9   |    |          |  L914  |
       473.2502 |    100 |            |      |  332802.21  -   353926.69  | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 2   |   5 - 5   |    |          |  L914  |
       473.374  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       474.1669 |    160 |            |      |  332841.93  -   353925.81  | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 3   |   7 - 7   |    |          |  L914  |
       474.985  |     40 |            |      |  353483.8   -   374532.1   | 2s2.2p5.(2P*<3/2>).4d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).8f | 2[7/2]   | 3,4 |   7 - 16  |    |          |  L914  |
       475.771  |     50 |            |      |  354876.5   -   375890.0   | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]* | 1   | 2s2.2p5.(2P*<1/2>).8f | 2[5/2]   | 2,3 |   3 - 12  |    |          |  L914  |
       476.131  |     45 |            |      |  332841.93  -   353838.44  | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 2   |   7 - 5   |    |          |  L914  |
       476.8902 |    160 |            |      |  332962.57  -   353925.81  | 2s2.2p5.(2P*<1/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 3   |   5 - 7   |    |          |  L914  |
       478.879  |    100 |            |      |  332962.57  -   353838.44  | 2s2.2p5.(2P*<1/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 2   |   5 - 5   |    |          |  L914  |
       479.449  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       480.282  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       481.003  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       481.475  |     50 |            |      |  333162.94  -   353926.69  | 2s2.2p5.(2P*<1/2>).3d | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]   | 2   |   3 - 5   |    |          |  L914  |
       483.5259 |     50 |            |      |  333162.94  -   353838.44  | 2s2.2p5.(2P*<1/2>).3d | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]   | 2   |   3 - 5   |    |          |  L914  |
       484.188  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       488.540  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       490.793  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       492.380  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       497.326  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       513.375  |    100 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       514.311  |     60 |            |      |  352969.8   -   372407.6   | 2s2.2p5.(2P*<3/2>).4d | 2[1/2]* | 0   | 2s2.2p5.(2P*<3/2>).7f | 2[3/2]   | 1   |   1 - 3   |    |          |  L914  |
       518.715  |     45 |            |      |  353151.8   -   372425.4   | 2s2.2p5.(2P*<3/2>).4d | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).7f | 2[5/2]   | 2,3 |   5 - 12  |    |          |  L914  |
       519.165  |    100 |            |      |  353151.8   -   372407.9   | 2s2.2p5.(2P*<3/2>).4d | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).7f | 2[3/2]   | 2   |   5 - 5   |    |          |  L914  |
       519.523  |    100 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       520.333  |     50 |            |      |  353202.6   -   372415.9   | 2s2.2p5.(2P*<3/2>).4d | 2[7/2]* | 4   | 2s2.2p5.(2P*<3/2>).7f | 2[9/2]   | 4,5 |   9 - 20  |    |          |  L914  |
       520.608  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       520.855  |     80 |            |      |  353240.4   -   372433.3   | 2s2.2p5.(2P*<3/2>).4d | 2[7/2]* | 3   | 2s2.2p5.(2P*<3/2>).7f | 2[7/2]   | 3,4 |   7 - 16  |    |          |  L914  |
       520.994  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       521.349  |     45 |            |      |  353240.4   -   372415.9   | 2s2.2p5.(2P*<3/2>).4d | 2[7/2]* | 3   | 2s2.2p5.(2P*<3/2>).7f | 2[9/2]   | 4,5 |   7 - 20  |    |          |  L914  |
       522.819  |     35 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       523.531  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       523.943  |     45 |            |      |  354707.0   -   373787.8   | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]* | 2   | 2s2.2p5.(2P*<1/2>).7f | 2[7/2]   | 3,4 |   5 - 16  |    |          |  L914  |
       526.066  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       527.572  |     45 |            |      |  353483.8   -   372433.3   | 2s2.2p5.(2P*<3/2>).4d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).7f | 2[7/2]   | 3,4 |   7 - 16  |    |          |  L914  |
       529.165  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       530.447  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       530.736  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       530.914  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       536.041  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       536.246  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       537.902  |  45bl* |            |      |  353838.44  -   372423.4   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).7g | 2[5/2]*  | 2,3 |   5 - 12  |    |          |  L914  |
       537.902  |  45bl* |            |      |  353837.23  -   372423.4   | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).7g | 2[5/2]*  | 2,3 |   3 - 12  |    |          |  L914  |
       539.063  |    60* |            |      |  353881.16  -   372426.7   | 2s2.2p5.(2P*<3/2>).4f | 2[9/2]  | 4   | 2s2.2p5.(2P*<3/2>).7g | 2[11/2]* | 5,6 |   9 - 24  |    |          |  L914  |
       539.063  |    60* |            |      |  353881.13  -   372426.7   | 2s2.2p5.(2P*<3/2>).4f | 2[9/2]  | 5   | 2s2.2p5.(2P*<3/2>).7g | 2[11/2]* | 5,6 |  11 - 24  |    |          |  L914  |
       539.941  |  45bl* |            |      |  355280.89  -   373796.4   | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]  | 3   | 2s2.2p5.(2P*<1/2>).7g | 2[7/2]*  | 3,4 |   7 - 16  |    |          |  L914  |
       539.941  |  45bl* |            |      |  355281.16  -   373796.4   | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]  | 4   | 2s2.2p5.(2P*<1/2>).7g | 2[7/2]*  | 3,4 |   9 - 16  |    |          |  L914  |
       539.941  |  45bl* |            |      |  355280.89  -   373796.4   | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]  | 3   | 2s2.2p5.(2P*<1/2>).7g | 2[9/2]*  | 4,5 |   7 - 20  |    |          |  L914  |
       539.941  |  45bl* |            |      |  355281.16  -   373796.4   | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]  | 4   | 2s2.2p5.(2P*<1/2>).7g | 2[9/2]*  | 4,5 |   9 - 20  |    |          |  L914  |
       540.0464 |     70 |            |      |  355284.53  -   373796.4   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).7g | 2[7/2]*  | 3,4 |   5 - 16  |    |          |  L914  |
       540.207  |  45bl* |            |      |  353925.81  -   372432.3   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).7g | 2[7/2]*  | 3,4 |   7 - 16  |    |          |  L914  |
       540.207  |  45bl* |            |      |  353926.69  -   372432.3   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).7g | 2[7/2]*  | 3,4 |   5 - 16  |    |          |  L914  |
       541.4546 |    90* |            |      |  353972.42  -   372436.2   | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]  | 3   | 2s2.2p5.(2P*<3/2>).7g | 2[9/2]*  | 4,5 |   7 - 20  |    |          |  L914  |
       541.4546 |    90* |            |      |  353972.63  -   372436.2   | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]  | 4   | 2s2.2p5.(2P*<3/2>).7g | 2[9/2]*  | 4,5 |   9 - 20  |    |          |  L914  |
       544.120  |     80 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       548.590  |     35 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       552.111  |     80 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       553.372  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       559.830  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       560.774  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       565.563  |     80 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       566.478  |    100 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       570.007  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       570.600  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       570.812  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       570.961  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       571.617  |    100 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       572.138  |    100 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       573.194  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       574.811  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       576.537  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       582.684  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       583.687  |     90 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       592.135  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       594.090  |    130 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       597.359  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       602.667  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       606.327  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       612.146  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       617.525  |     60 |            |      |  352969.8   -   369158.71  | 2s2.2p5.(2P*<3/2>).4d | 2[1/2]* | 0   | 2s2.2p5.(2P*<3/2>).6f | 2[3/2]   | 1   |   1 - 3   |    |          |  L914  |
       618.766  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       619.926  |     70 |            |      |  353032.9   -   369159.46  | 2s2.2p5.(2P*<3/2>).4d | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).6f | 2[3/2]   | 2   |   3 - 5   |    |          |  L914  |
       623.222  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       623.468  |     70 |            |      |  353151.8   -   369186.73  | 2s2.2p5.(2P*<3/2>).4d | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).6f | 2[5/2]   | 2   |   5 - 5   |    |          |  L914  |
       626.001  |     80 |            |      |  353202.6   -   369171.93  | 2s2.2p5.(2P*<3/2>).4d | 2[7/2]* | 4   | 2s2.2p5.(2P*<3/2>).6f | 2[9/2]   | 5   |   9 - 11  |    |          |  L914  |
       627.474  |     80 |            |      |  353240.4   -   369172.01  | 2s2.2p5.(2P*<3/2>).4d | 2[7/2]* | 3   | 2s2.2p5.(2P*<3/2>).6f | 2[9/2]   | 4   |   7 - 9   |    |          |  L914  |
       629.466  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       631.080  |     60 |            |      |  354707.0   -   370548.50? | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]* | 2   | 2s2.2p5.(2P*<1/2>).6f | 2[5/2]   | 2   |   5 - 5   |    |          |  L914  |
       635.283  |     60 |            |      |  353463.2   -   369199.6   | 2s2.2p5.(2P*<3/2>).4d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).6f | 2[7/2]   | 3,4 |   5 - 16  |    |          |  L914  |
       635.805  |    60* |            |      |  353463.2   -   369186.73  | 2s2.2p5.(2P*<3/2>).4d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).6f | 2[5/2]   | 2   |   5 - 5   |    |          |  L914  |
       635.805  |    60* |            |      |  353463.2   -   369186.50  | 2s2.2p5.(2P*<3/2>).4d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).6f | 2[5/2]   | 3   |   5 - 7   |    |          |  L914  |
       636.115  |     70 |            |      |  353483.8   -   369199.6   | 2s2.2p5.(2P*<3/2>).4d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).6f | 2[7/2]   | 3,4 |   7 - 16  |    |          |  L914  |
       636.641  |    70* |            |      |  353483.8   -   369186.73  | 2s2.2p5.(2P*<3/2>).4d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).6f | 2[5/2]   | 2   |   7 - 5   |    |          |  L914  |
       636.641  |    70* |            |      |  353483.8   -   369186.50  | 2s2.2p5.(2P*<3/2>).4d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).6f | 2[5/2]   | 3   |   7 - 7   |    |          |  L914  |
       637.891  |     60 |            |      |  354876.5   -   370548.50? | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]* | 1   | 2s2.2p5.(2P*<1/2>).6f | 2[5/2]   | 2   |   3 - 5   |    |          |  L914  |
       640.479  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       643.875  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       644.485  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       645.076  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       646.221  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       647.133  |     50 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       647.5290 |     50 |            |      |  353719.3   -   369158.71  | 2s2.2p5.(2P*<3/2>).5s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).6f | 2[3/2]   | 1   |   3 - 3   |    |          |  L914  |
       651.4210 |     90 |            |      |  353837.23  -   369184.02  | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).6g | 2[5/2]*  | 2,3 |   3 - 12  |    |          |  L914  |
       652.468  |    80* |            |      |  353881.16  -   369203.4   | 2s2.2p5.(2P*<3/2>).4f | 2[9/2]  | 4   | 2s2.2p5.(2P*<3/2>).6g | 2[9/2]*  | 4,5 |   9 - 20  |    |          |  L914  |
       652.468  |    80* |            |      |  353881.13  -   369203.4   | 2s2.2p5.(2P*<3/2>).4f | 2[9/2]  | 5   | 2s2.2p5.(2P*<3/2>).6g | 2[9/2]*  | 4,5 |  11 - 20  |    |          |  L914  |
       653.0698 |   130* |            |      |  353881.16  -   369189.22  | 2s2.2p5.(2P*<3/2>).4f | 2[9/2]  | 4   | 2s2.2p5.(2P*<3/2>).6g | 2[11/2]* | 5,6 |   9 - 24  |    |          |  L914  |
       653.0698 |   130* |            |      |  353881.13  -   369189.22  | 2s2.2p5.(2P*<3/2>).4f | 2[9/2]  | 5   | 2s2.2p5.(2P*<3/2>).6g | 2[11/2]* | 5,6 |  11 - 24  |    |          |  L914  |
       654.4036 |    130 |            |      |  355283.70  -   370560.6   | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]  | 3   | 2s2.2p5.(2P*<1/2>).6g | 2[7/2]*  | 3,4 |   7 - 16  |    |          |  L914  |
       654.5753 |    130 |            |      |  353925.81  -   369198.7   | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).6g | 2[7/2]*  | 3,4 |   7 - 16  |    |          |  L914  |
       655.2432 |     80 |            |      |  353926.69  -   369184.02  | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).6g | 2[5/2]*  | 2,3 |   5 - 12  |    |          |  L914  |
       656.5850 |    15* |            |      |  353972.42  -   369198.7   | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]  | 3   | 2s2.2p5.(2P*<3/2>).6g | 2[7/2]*  | 3,4 |   7 - 16  |    |          |  L914  |
       656.5850 |    15* |            |      |  353972.63  -   369198.7   | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]  | 4   | 2s2.2p5.(2P*<3/2>).6g | 2[7/2]*  | 3,4 |   9 - 16  |    |          |  L914  |
       660.930  |     60 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       665.150  |     70 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       668.900  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       677.410  |     45 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       678.950  |     40 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
       683.780  |     25 |            |      |                            |                       |         |     |                       |          |     |           |    |          |  L914  |
