-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed      |             Rel. |    Aki     | Acc. |        Ei           Ek        |             Lower level              |              Upper level              |  gi   gk  |Type|            TP  |           Line  |
     Wavelength     |             Int. |   (s^-1)   |      |      (cm-1)       (cm-1)      |--------------------------------------|---------------------------------------|           |    |           Ref. |           Ref.  |
      Air (nm)      |                  |            |      |                               | Conf.                 | Term  | J    | Conf.                 | Term   | J    |           |    |                |                 |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Wavelength    |  Rel             |    Aki     | Acc  |              Ei - Ek          | L Conf                |L Term | L J  | U Conf                |U Term  | U J  |   gi - gk |Type|    	  TP    |        Line     |
         499.05062  |             2000 | 5.2e+07    | B+   |   83308.241   -   103340.699  | 3d6.(5D).4d           | e 6F  | 5/2  | 3d6.(5D<3>).4f        | 2[4]*  | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         499.14379  |              310 | 6.9e+06    | C+   |   82853.704   -   102882.424  | 3d6.(5D).4d           | e 6F  | 11/2 | 3d6.(5D<4>).4f        | 2[4]*  | 9/2  |  12 - 10  |    |       T6892c83 |     L18349c139  |
         499.3355   |               40 | 7.e+03     | E    |   22637.1950  -    42658.2444 | 3d6.(3F2).4s          | b 4F  | 9/2  | 3d6.(5D).4p           | z 6P*  | 7/2  |  10 - 8   |    |       T6892c83 |          L7357  |
         499.91827  |              400 | 9.8e+06    | C+   |   82853.704   -   102851.394  | 3d6.(5D).4d           | e 6F  | 11/2 | 3d6.(5D<4>).4f        | 2[5]*  | 9/2  |  12 - 10  |    |       T6892c83 |     L18349c139  |
         500.15574  |               60 | 8.e+05     | D+   |   83713.583   -   103701.778  | 3d6.(5D).4d           | 6D    | 7/2  | 3d6.(5D<2>).4f        | 2[4]*  | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c139  |
         500.19529  |            13000 | 1.57e+08   | B+   |   82853.704   -   102840.320  | 3d6.(5D).4d           | e 6F  | 11/2 | 3d6.(5D<4>).4f        | 2[6]*  | 13/2 |  12 - 14  |    |       T6892c83 |     L18349c139  |
         500.2175   |                5 |            |      |   96356.551   -   116342.274  | 3d5.(4G).4s.4p.(3P*)  | t 2F* | 7/2  | 3d5.4s.(5S).4d        | 6D     | 7/2  |   8 - 8   |    |                |     L18349c139  |
         500.2386   |               27 |            |      |   83713.583   -   103698.515  | 3d6.(5D).4d           | 6D    | 7/2  | 3d6.(5D<2>).4f        | 2[3]*  | 5/2  |   8 - 6   |    |                |     L18349c139  |
         500.41881  |             5000 | 7.1e+07    | B+   |   82853.704   -   102831.393  | 3d6.(5D).4d           | e 6F  | 11/2 | 3d6.(5D<4>).4f        | 2[5]*  | 11/2 |  12 - 12  |    |       T6892c83 |     L18349c139  |
         500.47708  |              150 | 2.0e+06    | D+   |   83726.416   -   103701.778  | 3d6.(5D).4d           | 6D    | 9/2  | 3d6.(5D<2>).4f        | 2[4]*  | 9/2  |  10 - 10  |    |       T6892c83 |     L18349c139  |
         500.68402  |              900 | 1.15e+07   | C+   |   83713.583   -   103680.689  | 3d6.(5D).4d           | 6D    | 7/2  | 3d6.(5D<2>).4f        | 2[5]*  | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c139  |
         500.74494  |              600 | 7.7e+06    | C+   |   83726.416   -   103691.094  | 3d6.(5D).4d           | 6D    | 9/2  | 3d6.(5D<2>).4f        | 2[5]*  | 11/2 |  10 - 12  |    |       T6892c83 |     L18349c139  |
         500.77338  |              900 | 1.74e+07   | C+   |   82978.717   -   102942.256  | 3d6.(5D).4d           | e 6F  | 9/2  | 3d6.(5D<4>).4f        | 2[3]*  | 7/2  |  10 - 8   |    |       T6892c83 |     L18349c139  |
         500.7811   |               18 | 2.5e+05    | D    |   83713.583   -   103676.848  | 3d6.(5D).4d           | 6D    | 7/2  | 3d6.(5D<2>).4f        | 2[3]*  | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c139  |
         500.89839  |              500 | 3.9e+07    | C+   |   83459.721   -   103418.280  | 3d6.(5D).4d           | e 6F  | 3/2  | 3d6.(5D<3>).4f        | 2[0]*  | 1/2  |   4 - 2   |    |       T6892c83 |     L18349c139  |
         500.9071   |               60 | 1.4e+05    | D    |   83459.721   -   103417.935  | 3d6.(5D).4d           | e 6F  | 3/2  | 3d6.(5D<3>).4f        | 2[1]*  | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         501.00606  |              310 | 5.4e+06    | C+   |   83726.416   -   103680.689  | 3d6.(5D).4d           | 6D    | 9/2  | 3d6.(5D<2>).4f        | 2[5]*  | 9/2  |  10 - 10  |    |       T6892c83 |     L18349c139  |
         501.10261  |               90 | 2.2e+06    | D+   |   83726.416   -   103676.848  | 3d6.(5D).4d           | 6D    | 9/2  | 3d6.(5D<2>).4f        | 2[3]*  | 7/2  |  10 - 8   |    |       T6892c83 |     L18349c139  |
         501.1764   |               40 | 1.5e+06    | D+   |   83713.583   -   103661.038  | 3d6.(5D).4d           | 6D    | 7/2  | 3d6.(5D<2>).4f        | 2[2]*  | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c145  |
         501.1984   |               40 | 5.8e+06    | D+   |   83459.721   -   103406.327  | 3d6.(5D).4d           | e 6F  | 3/2  | 3d6.(5D<3>).4f        | 2[2]*  | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         501.26944  |       27bl(Fe I) |            |      |  103002.660   -   122946.458  | 3d6.(3P2).4d          | 4D    | 5/2  | 3d6.(3H<6>).4f        | 2[3]*  | 7/2  |   6 - 8   |    |                |     L18349c139  |
         501.57520  |             1200 | 6.2e+07    | B+   |   83459.721   -   103391.352  | 3d6.(5D).4d           | e 6F  | 3/2  | 3d6.(5D<3>).4f        | 2[2]*  | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         501.84354  |             8000 | 2.0e+06    | D+   |   23317.6351  -    43238.6066 | 3d5.4s2               | a 6S  | 5/2  | 3d6.(5D).4p           | z 6P*  | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         502.00137  |              190 | 3.1e+06    | D+   |   82978.717   -   102893.426  | 3d6.(5D).4d           | e 6F  | 9/2  | 3d6.(5D<4>).4f        | 2[6]*  | 11/2 |  10 - 12  |    |       T6892c83 |     L18349c139  |
         502.15907  |     1100bl(Fe I) | 2.13e+07   | B+   |   82978.717   -   102887.172  | 3d6.(5D).4d           | e 6F  | 9/2  | 3d6.(5D<4>).4f        | 2[4]*  | 7/2  |  10 - 8   |    |       T6892c83 |     L18349c148  |
         502.24183  |             1100 | 3.73e+07   | B+   |   83459.721   -   103364.897  | 3d6.(5D).4d           | e 6F  | 3/2  | 3d6.(5D<3>).4f        | 2[3]*  | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         502.27888  |     1100bl(Fe I) | 2.14e+07   | B+   |   82978.717   -   102882.424  | 3d6.(5D).4d           | e 6F  | 9/2  | 3d6.(5D<4>).4f        | 2[4]*  | 9/2  |  10 - 10  |    |       T6892c83 |     L18349c148  |
         502.3912   |               60 | 1.6e+06    | D+   |   83812.352   -   103711.610  | 3d6.(5D).4d           | 6D    | 5/2  | 3d6.(5D<2>).4f        | 2[4]*  | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         502.67980  |              800 | 1.58e+07   | C+   |   83136.508   -   103024.341  | 3d6.(5D).4d           | e 6F  | 7/2  | 3d6.(5D<4>).4f        | 2[2]*  | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c139  |
         502.6936   |               21 |            |      |   86767.614   -   106654.923  | 3d6.(3P1).4p          | v 4D* | 5/2  | 3d5.4s.(7S).4d        | 6D     | 5/2  |   6 - 6   |    |                |     L18349c139  |
         502.72250  |      800bl(Fe I) | 4.6e+05    | D+   |   83812.352   -   103698.515  | 3d6.(5D).4d           | 6D    | 5/2  | 3d6.(5D<2>).4f        | 2[3]*  | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c148  |
         502.90930  |              220 | 3.1e+07    | C+   |   83558.569   -   103437.327  | 3d6.(5D).4d           | e 6F  | 1/2  | 3d6.(5D<3>).4f        | 2[1]*  | 1/2  |   2 - 2   |    |       T6892c83 |     L18349c139  |
         503.06317  |             3400 | 7.1e+07    | B+   |   82978.717   -   102851.394  | 3d6.(5D).4d           | e 6F  | 9/2  | 3d6.(5D<4>).4f        | 2[5]*  | 9/2  |  10 - 10  |    |       T6892c83 |     L18349c139  |
         503.18946  |              400 | 6.5e+06    | D+   |   83990.106   -   103857.804  | 3d6.(5D).4d           | 6D    | 3/2  | 3d6.(5D<1>).4f        | 2[2]*  | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c145  |
         503.27035  |             2000 | 3.93e+07   | B+   |   83812.352   -   103676.848  | 3d6.(5D).4d           | 6D    | 5/2  | 3d6.(5D<2>).4f        | 2[3]*  | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         503.39162  |               90 | 8.e+05     | D    |   83558.569   -   103418.280  | 3d6.(5D).4d           | e 6F  | 1/2  | 3d6.(5D<3>).4f        | 2[0]*  | 1/2  |   2 - 2   |    |       T6892c83 |     L18349c139  |
         503.40039  |              140 | 1.0e+07    | D+   |   83558.569   -   103417.935  | 3d6.(5D).4d           | e 6F  | 1/2  | 3d6.(5D<3>).4f        | 2[1]*  | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c139  |
         503.4517   |               22 |            |      |   94739.136   -   114596.462  | 3d5.(4P).4s.4p.(3P*)  | 4P*   | 3/2  | 3d6.(5D).6d           | 114596 | 3/2  |   4 - 4   |    |                |     L18349c148  |
         503.4765   |               60 | 1.3e+06    | D+   |   83812.352   -   103668.762  | 3d6.(5D).4d           | 6D    | 5/2  | 3d6.(5D<2>).4f        | 2[1]*  | 3/2  |   6 - 4   |    |       T6892c83 |     L18349c145  |
         503.56999  |             7000 | 9.4e+07    | B+   |   82978.717   -   102831.393  | 3d6.(5D).4d           | e 6F  | 9/2  | 3d6.(5D<4>).4f        | 2[5]*  | 11/2 |  10 - 12  |    |       T6892c83 |     L18349c139  |
         503.67127  |              400 | 1.19e+07   | C+   |   83812.352   -   103661.038  | 3d6.(5D).4d           | 6D    | 5/2  | 3d6.(5D<2>).4f        | 2[2]*  | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         503.9699   |               11 |            |      |   93129.879   -   112966.779  | 3d6.(3F1).4p          | 4D*   | 7/2  | 3d5.(6S).4p2          | 6P     | 7/2  |   8 - 8   |    |                |     L18349c139  |
         504.0240   |               14 |            |      |   90593.511   -   110428.305  | 3d6.(5D).5p           | 6F*   | 3/2  | 3d6.(3G).4d           | 4F     | 5/2  |   4 - 6   |    |                |     L18349c139  |
         504.07504  |              350 | 1.51e+07   | C+   |   83558.569   -   103391.352  | 3d6.(5D).4d           | e 6F  | 1/2  | 3d6.(5D<3>).4f        | 2[2]*  | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c139  |
         504.51067  |             1000 | 4.3e+07    | B+   |   83136.508   -   102952.170  | 3d6.(5D).4d           | e 6F  | 7/2  | 3d6.(5D<4>).4f        | 2[3]*  | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c139  |
         504.76319  |             1200 | 1.90e+07   | C+   |   83136.508   -   102942.256  | 3d6.(5D).4d           | e 6F  | 7/2  | 3d6.(5D<4>).4f        | 2[3]*  | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c139  |
         504.84356  |     1900bl(Fe I) | 3.9e+06    | D+   |   83308.241   -   103110.835  | 3d6.(5D).4d           | e 6F  | 5/2  | 3d6.(5D<4>).4f        | 2[1]*  | 3/2  |   6 - 4   |    |       T6892c83 |     L18349c148  |
         505.3917   |                4 |            |      |  103165.320   -   122946.458  | 3d6.(3P2).4d          | 4F    | 9/2  | 3d6.(3H<6>).4f        | 2[3]*  | 7/2  |  10 - 8   |    |                |     L18349c139  |
         505.6989   |               10 |            |      |   90042.804   -   109811.940  | 3d6.(5D).5p           | 4F*   | 9/2  | 3d6.(3G).4d           | 4F     | 9/2  |  10 - 10  |    |                |     L18349c139  |
         505.9433   |              1.7 |            |      |  108133.473   -   127893.010  | 3d6.(3G).4d           | 4H    | 13/2 | 3d6.(3G<4>).4f        | 2[7]*  | 15/2 |  14 - 16  |    |                |     L18349c139  |
         506.02488  |              400 | 7.3e+06    | C+   |   84266.594   -   104022.961  | 3d6.(5D).4d           | 6P    | 7/2  | 3d6.(5D<0>).4f        | 2[3]*  | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c139  |
         506.17101  |             1600 | 6.3e+07    | B+   |   83136.508   -   102887.172  | 3d6.(5D).4d           | e 6F  | 7/2  | 3d6.(5D<4>).4f        | 2[4]*  | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c139  |
         506.2643   |              120 |            |      |   66377.315   -    86124.348  | 3d6.(3G).4p           | x 4F* | 7/2  | 3d6.(5D).4d           | e 4F   | 9/2  |   8 - 10  |    |                |     L18349c139  |
         506.29274  |              110 | 2.0e+06    | D+   |   83136.508   -   102882.424  | 3d6.(5D).4d           | e 6F  | 7/2  | 3d6.(5D<4>).4f        | 2[4]*  | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c139  |
         506.51057  |              400 | 1.83e+07   | C+   |   84131.624   -   103869.046  | 3d6.(5D).4d           | 6D    | 1/2  | 3d6.(5D<1>).4f        | 2[2]*  | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c139  |
         506.5816   |              120 |            |      |   54232.201   -    73966.843  | 3d5.4s2               | b 4G  | 11/2 | 3d6.(1I).4p           | y 2I*  | 13/2 |  12 - 14  |    |                |     L18349c139  |
         506.78901  |              700 | 5.4e+07    | B+   |   83308.241   -   103034.819  | 3d6.(5D).4d           | e 6F  | 5/2  | 3d6.(5D<4>).4f        | 2[2]*  | 3/2  |   6 - 4   |    |       T6892c83 |     L18349c139  |
         507.05828  |              130 | 9.e+05     | D+   |   83308.241   -   103024.341  | 3d6.(5D).4d           | e 6F  | 5/2  | 3d6.(5D<4>).4f        | 2[2]*  | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         507.08959  |             1800 | 4.8e+07    | B+   |   83136.508   -   102851.394  | 3d6.(5D).4d           | e 6F  | 7/2  | 3d6.(5D<4>).4f        | 2[5]*  | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c139  |
         507.25629  |               80 | 4.0e+06    | D+   |   83990.106   -   103698.515  | 3d6.(5D).4d           | 6D    | 3/2  | 3d6.(5D<2>).4f        | 2[3]*  | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         507.38963  |      170bl(Fe I) | 6.2e+06    | C+   |   84266.594   -   103969.814  | 3d6.(5D).4d           | 6P    | 7/2  | 3d6.(5D<1>).4f        | 2[3]*  | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c148  |
         507.4051   |        120bl(Ne) | 2.9e+05    | D    |   54904.241   -    74606.864  | 3d6.(3F1).4s          | d 2F  | 7/2  | 3d6.(3D).4p           | x 2D*  | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c148  |
         507.57599  |             2900 | 4.9e+07    | B+   |   84326.967   -   104022.961  | 3d6.(5D).4d           | 6P    | 5/2  | 3d6.(5D<0>).4f        | 2[3]*  | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         507.6325   |               50 | 2.5e+06    | D+   |   83726.416   -   103420.207  | 3d6.(5D).4d           | 6D    | 9/2  | 3d6.(5D<3>).4f        | 2[6]*  | 11/2 |  10 - 12  |    |       T6892c83 |     L18349c139  |
         507.65976  |        210bl(Ne) | 5.1e+06    | D+   |   83713.583   -   103406.327  | 3d6.(5D).4d           | 6D    | 7/2  | 3d6.(5D<3>).4f        | 2[2]*  | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c148  |
         507.82902  |               70 | 6.2e+06    | D+   |   83990.106   -   103676.286  | 3d6.(5D).4d           | 6D    | 3/2  | 3d6.(5D<2>).4f        | 2[1]*  | 1/2  |   4 - 2   |    |       T6892c83 |     L18349c139  |
         508.02220  |              120 | 1.6e+06    | D+   |   83990.106   -   103668.762  | 3d6.(5D).4d           | 6D    | 3/2  | 3d6.(5D<2>).4f        | 2[1]*  | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c145  |
         508.18976  |              200 | 2.8e+06    | D+   |   83713.583   -   103385.785  | 3d6.(5D).4d           | 6D    | 7/2  | 3d6.(5D<3>).4f        | 2[3]*  | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c139  |
         508.22264  |             1100 | 3.20e+07   | B+   |   83990.106   -   103661.038  | 3d6.(5D).4d           | 6D    | 3/2  | 3d6.(5D<2>).4f        | 2[2]*  | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         508.35020  |              190 | 2.3e+07    | D+   |   83459.721   -   103125.717  | 3d6.(5D).4d           | e 6F  | 3/2  | 3d6.(5D<4>).4f        | 2[1]*  | 1/2  |   4 - 2   |    |       T6892c83 |     L18349c139  |
         508.52134  |               90 | 1.8e+06    | D+   |   83726.416   -   103385.785  | 3d6.(5D).4d           | 6D    | 9/2  | 3d6.(5D<3>).4f        | 2[3]*  | 7/2  |  10 - 8   |    |       T6892c83 |     L18349c139  |
         508.63071  |              500 | 2.5e+07    | C+   |   83990.106   -   103645.256  | 3d6.(5D).4d           | 6D    | 3/2  | 3d6.(5D<2>).4f        | 2[2]*  | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         508.72222  |             2200 | 2.1e+05    | D    |   62083.118   -    81734.733  | 3d6.(3H).4p           | z 2G* | 9/2  | 3d5.4s2               | 2F2    | 7/2  |  10 - 8   |    |       T6892c83 |     L18349c139  |
         508.73000  |              400 | 1.63e+07   | C+   |   83713.583   -   103364.897  | 3d6.(5D).4d           | 6D    | 7/2  | 3d6.(5D<3>).4f        | 2[3]*  | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c139  |
         508.7377   |                6 |            |      |  103600.428   -   123251.479  | 3d6.(3H).4d           | 4G    | 11/2 | 3d6.(3H<5>).4f        | 2[6]*  | 11/2 |  12 - 12  |    |                |     L18349c139  |
         508.92129  |             1200 | 4.4e+07    | B+   |   83308.241   -   102952.170  | 3d6.(5D).4d           | e 6F  | 5/2  | 3d6.(5D<4>).4f        | 2[3]*  | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         508.94930  |              210 | 1.26e+07   | C+   |   84326.967   -   103969.814  | 3d6.(5D).4d           | 6P    | 5/2  | 3d6.(5D<1>).4f        | 2[3]*  | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         509.07734  |     1800bl(Fe I) |            |      |   88189.066   -   107826.940  | 3d6.(5D).4d           | 4P    | 1/2  | 3d6.(5D).6p           | 6P*    | 3/2  |   2 - 4   |    |                |     L18349c148  |
         509.35719  |             1800 | 4.7e+07    | B+   |   83713.583   -   103340.699  | 3d6.(5D).4d           | 6D    | 7/2  | 3d6.(5D<3>).4f        | 2[4]*  | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c139  |
         509.37819  |              320 | 2.8e+06    | D+   |   83726.416   -   103352.723  | 3d6.(5D).4d           | 6D    | 9/2  | 3d6.(5D<3>).4f        | 2[5]*  | 9/2  |  10 - 10  |    |       T6892c83 |     L18349c139  |
         509.49012  |              400 | 8.2e+06    | C+   |   84424.422   -   104046.419  | 3d6.(5D).4d           | 6P    | 3/2  | 3d6.(5D<0>).4f        | 2[3]*  | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         509.69048  |              310 | 8.1e+06    | C+   |   83726.416   -   103340.699  | 3d6.(5D).4d           | 6D    | 9/2  | 3d6.(5D<3>).4f        | 2[4]*  | 7/2  |  10 - 8   |    |       T6892c83 |     L18349c139  |
         509.72737  |             2800 | 5.3e+07    | B+   |   83713.583   -   103326.445  | 3d6.(5D).4d           | 6D    | 7/2  | 3d6.(5D<3>).4f        | 2[4]*  | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c139  |
         510.06116  |             2200 | 4.4e+07    | B+   |   83726.416   -   103326.445  | 3d6.(5D).4d           | 6D    | 9/2  | 3d6.(5D<3>).4f        | 2[4]*  | 9/2  |  10 - 10  |    |       T6892c83 |     L18349c139  |
         510.07339  |             8000 | 1.11e+08   | B+   |   83726.416   -   103325.974  | 3d6.(5D).4d           | 6D    | 9/2  | 3d6.(5D<3>).4f        | 2[5]*  | 11/2 |  10 - 12  |    |       T6892c83 |     L18349c139  |
         510.0854   |              180 | 4.3e+05    | D    |   47674.728   -    67273.833  | 3d7                   | d 2D1 | 3/2  | 3d6.(3F2).4p          | y 2D*  | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         510.29053  |              130 | 2.6e+06    | D+   |   84266.594   -   103857.804  | 3d6.(5D).4d           | 6P    | 7/2  | 3d6.(5D<1>).4f        | 2[2]*  | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c139  |
         510.4114   |               40 |            |      |   87985.667   -   107572.279  | 3d6.(5D).4d           | 4P    | 5/2  | 3d6.(5D).6p           | 6F*    | 5/2  |   6 - 6   |    |                |     L18349c145  |
         510.4145   |                4 |            |      |  103874.261   -   123460.713  | 3d6.(3H).4d           | 4H    | 9/2  | 3d6.(3H<4>).4f        | 2[4]*  | 9/2  |  10 - 10  |    |                |     L18349c139  |
         510.61061  |              700 | 1.81e+07   | C+   |   83308.241   -   102887.172  | 3d6.(5D).4d           | e 6F  | 5/2  | 3d6.(5D<4>).4f        | 2[4]*  | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         510.71080  |              270 | 1.0e+07    | D+   |   83459.721   -   103034.819  | 3d6.(5D).4d           | e 6F  | 3/2  | 3d6.(5D<4>).4f        | 2[2]*  | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         510.75413  |              200 | 7.3e+06    | C+   |   83812.352   -   103385.785  | 3d6.(5D).4d           | 6D    | 5/2  | 3d6.(5D<3>).4f        | 2[3]*  | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         510.9267   |                4 |            |      |  103874.261   -   123441.099  | 3d6.(3H).4d           | 4H    | 9/2  | 3d6.(3H<4>).4f        | 2[6]*  | 11/2 |  10 - 12  |    |                |     L18349c139  |
         510.9954   |                4 |            |      |  103832.057   -   123396.256  | 3d6.(3H).4d           | 4K    | 13/2 | 3d6.(3H<4>).4f        | 2[7]*  | 15/2 |  14 - 16  |    |                |     L18349c139  |
         511.21540  |              210 | 5.1e+06    | D+   |   84326.967   -   103882.740  | 3d6.(5D).4d           | 6P    | 5/2  | 3d6.(5D<1>).4f        | 2[4]*  | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         511.2818   |                5 |            |      |  102802.353   -   122355.608  | 3d6.(5D).6s           | 4D    | 5/2  | 3d6.(3P2<2>).4f       | 2[3]*  | 7/2  |   6 - 8   |    |                |     L18349c139  |
         511.2917   |        6bl(Fe I) |            |      |  103874.261   -   123427.132  | 3d6.(3H).4d           | 4H    | 9/2  | 3d6.(3H<4>).4f        | 2[5]*  | 11/2 |  10 - 12  |    |                |     L18349c139  |
         511.29992  |              400 | 1.26e+07   | C+   |   83812.352   -   103364.897  | 3d6.(5D).4d           | 6D    | 5/2  | 3d6.(5D<3>).4f        | 2[3]*  | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         511.50615  |              500 | 4.0e+07    | C+   |   84131.624   -   103676.286  | 3d6.(5D).4d           | 6D    | 1/2  | 3d6.(5D<2>).4f        | 2[1]*  | 1/2  |   2 - 2   |    |       T6892c83 |     L18349c139  |
         511.6402   |               14 |            |      |   87985.667   -   107525.187  | 3d6.(5D).4d           | 4P    | 5/2  | 3d6.(5D).6p           | 6P*    | 5/2  |   6 - 6   |    |                |     L18349c139  |
         511.70311  |             1300 | 5.8e+07    | B+   |   84131.624   -   103668.762  | 3d6.(5D).4d           | 6D    | 1/2  | 3d6.(5D<2>).4f        | 2[1]*  | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c139  |
         511.8396   |                7 |            |      |  103706.526   -   123238.446  | 3d6.(3H).4d           | 4K    | 15/2 | 3d6.(3H<5>).4f        | 2[7]*  | 15/2 |  16 - 16  |    |                |     L18349c139  |
         511.8490   |               90 |            |      |   65931.358   -    85462.907  | 3d6.(3G).4p           | x 4G* | 7/2  | 3d6.(5D).4d           | e 4G   | 7/2  |   8 - 8   |    |                |     L18349c139  |
         511.8682   |               50 | 1.2e+06    | D+   |   84326.967   -   103857.804  | 3d6.(5D).4d           | 6P    | 5/2  | 3d6.(5D<1>).4f        | 2[2]*  | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         511.93338  |              310 | 6.8e+06    | C+   |   83812.352   -   103340.699  | 3d6.(5D).4d           | 6D    | 5/2  | 3d6.(5D<3>).4f        | 2[4]*  | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         512.11009  |               10 |            |      |  104107.939   -   123629.564  | 3d6.(3P2).4d          | 4F    | 7/2  | 3d6.(3P2<1>).4f       | 2[4]*  | 9/2  |   8 - 10  |    |                |     L18349c139  |
         512.18687  |               16 |            |      |  103751.672   -   123270.356  | 3d6.(3H).4d           | 4H    | 11/2 | 3d6.(3H<5>).4f        | 2[5]*  | 11/2 |  12 - 12  |    |                |     L18349c139  |
         512.2027   |              3.6 |            |      |  108537.623   -   128055.701  | 3d6.(3G).4d           | 4G    | 7/2  | 3d6.(3G<3>).4f        | 2[5]*  | 9/2  |   8 - 10  |    |                |     L18349c139  |
         512.31444  |                8 |            |      |  103921.637   -   123435.460  | 3d6.(3H).4d           | 4G    | 7/2  | 3d6.(3H<4>).4f        | 2[5]*  | 9/2  |   8 - 10  |    |                |     L18349c139  |
         512.31922  |    600bl(Fe II)* | 1.5e+05    | D    |   62125.604   -    81639.253  | 3d6.(3P2).4p          | z 2D* | 3/2  | 3d5.4s2               | 2F2    | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c148  |
         512.31922  |    600bl(Fe II)* | 2.5e+05    | D    |   84131.624   -   103645.256  | 3d6.(5D).4d           | 6D    | 1/2  | 3d6.(5D<2>).4f        | 2[2]*  | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c148  |
         512.31922  |    600bl(Fe II)* |            |      |  103921.637   -   123435.246  | 3d6.(3H).4d           | 4G    | 7/2  | 3d6.(3H<4>).4f        | 2[4]*  | 7/2  |   8 - 8   |    |                |     L18349c148  |
         512.34327  |               22 |            |      |  103706.526   -   123219.252  | 3d6.(3H).4d           | 4K    | 15/2 | 3d6.(3H<5>).4f        | 2[8]*  | 17/2 |  16 - 18  |    |                |     L18349c139  |
         512.61927  |     3100bl(Fe I) |            |      |   25787.5816  -    45289.8248 | 3d6.(3P2).4s          | b 2P  | 3/2  | 3d6.(5D).4p           | z 4F*  | 3/2  |   4 - 4   |    |                |     L18349c148  |
         512.6827   |                4 |            |      |  103751.672   -   123251.479  | 3d6.(3H).4d           | 4H    | 11/2 | 3d6.(3H<5>).4f        | 2[6]*  | 11/2 |  12 - 12  |    |                |     L18349c139  |
         512.73068  |               19 |            |      |  103751.672   -   123249.656  | 3d6.(3H).4d           | 4H    | 11/2 | 3d6.(3H<5>).4f        | 2[6]*  | 13/2 |  12 - 14  |    |                |     L18349c139  |
         512.84625  |                7 |            |      |  108577.597   -   128071.181  | 3d6.(3G).4d           | 4H    | 9/2  | 3d6.(3G<3>).4f        | 2[5]*  | 11/2 |  10 - 12  |    |                |     L18349c139  |
