------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     Observed     |  Rel. |    Aki     | Acc. |        Ei           Ek        |           Lower level            |            Upper level            |  gi   gk  |Type|         TP  |          Line  |
    Wavelength    |  Int. |   (s^-1)   |      |      (cm-1)       (cm-1)      |----------------------------------|-----------------------------------|           |    |        Ref. |          Ref.  |
     Air (nm)     |       |            |      |                               | Conf.             | Term  | J    | Conf.              | Term  | J    |           |    |             |                |
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    Wavelength    |  Rel  |    Aki     | Acc  |              Ei - Ek          | L Conf            |L Term | L J  | U Conf             |U Term | U J  |   gi - gk |Type|       TP    |       Line     |
        408.4652  |    13 | 7.28e+06   | C    |  208484.202   -   232959.210  | 2s2.2p2.(3P).3p   | 4P*   | 5/2  | 2s2.2p2.(3P).3d    | 2F    | 7/2  |   6 - 8   |    |       T6172 |        L10621  |
        408.51125 |    19 | 4.31e+07   | B+   |  206877.865   -   231350.087  | 2s2.2p2.(3P).3p   | 4D*   | 5/2  | 2s2.2p2.(3P).3d    | 4F    | 5/2  |   6 - 6   |    | T6172,T6632 |         L6915  |
        408.7152  |    15 |            |      |  231296.126   -   255756.131  | 2s2.2p2.(3P).3d   | 4F    | 3/2  | 2s2.2p2.(3P).4f G  | 2[3]* | 5/2  |   4 - 6   |    |             |         L6915  |
        408.8268  |     9 |            |      |  231530.246   -   255983.584  | 2s2.2p2.(3P).3d   | 4F    | 9/2  | 2s2.2p2.(3P).4f G  | 2[5]* | 9/2  |  10 - 10  |    |             |        L10621  |
        408.9288  |    19 |            |      |  231530.246   -   255977.481  | 2s2.2p2.(3P).3d   | 4F    | 9/2  | 2s2.2p2.(3P).4f G  | 2[5]* | 11/2 |  10 - 12  |    |             |         L6915  |
        409.29289 |    17 | 2.45e+07   | B+   |  207002.482   -   231427.970  | 2s2.2p2.(3P).3p   | 4D*   | 7/2  | 2s2.2p2.(3P).3d    | 4F    | 7/2  |   8 - 8   |    | T6172,T6632 |         L6915  |
        409.4140  |    11 | 3.85e+06   | C+   |  206877.865   -   231296.126  | 2s2.2p2.(3P).3p   | 4D*   | 5/2  | 2s2.2p2.(3P).3d    | 4F    | 3/2  |   6 - 4   |    | T6172,T6632 |        L10621  |
        409.5644  |    15 |            |      |  231350.087   -   255759.384  | 2s2.2p2.(3P).3d   | 4F    | 5/2  | 2s2.2p2.(3P).4f G  | 2[3]* | 7/2  |   6 - 8   |    |             |         L6915  |
        409.6188  |    11 |            |      |  231350.087   -   255756.131  | 2s2.2p2.(3P).3d   | 4F    | 5/2  | 2s2.2p2.(3P).4f G  | 2[3]* | 5/2  |   6 - 6   |    |             |        L10621  |
        409.6525  |    15 | 1.73e+07   | C    |  208392.258   -   232796.298  | 2s2.2p2.(3P).3p   | 4P*   | 3/2  | 2s2.2p2.(3P).3d    | 2F    | 5/2  |   4 - 6   |    |       T6172 |         L6915  |
        409.6929  |     9 |            |      |  231427.970   -   255829.58   | 2s2.2p2.(3P).3d   | 4F    | 7/2  | 2s2.2p2.(3P).4f G  | 2[4]* | 7/2  |   8 - 8   |    |             |        L10621  |
        409.7258  |   17* | 3.79e+07   | C+   |  208346.104   -   232745.981  | 2s2.2p2.(3P).3p   | 4P*   | 1/2  | 2s2.2p2.(3P).3d    | 4D    | 3/2  |   2 - 4   |    |      T6632n |         L6915  |
        409.7258  |   17* |            |      |  231427.970   -   255827.657  | 2s2.2p2.(3P).3d   | 4F    | 7/2  | 2s2.2p2.(3P).4f G  | 2[4]* | 9/2  |   8 - 10  |    |             |         L6915  |
        409.8243  |    14 |            |      |  231296.126   -   255689.939  | 2s2.2p2.(3P).3d   | 4F    | 3/2  | 2s2.2p2.(3P).4f D  | 2[3]* | 5/2  |   4 - 6   |    |             |         L6915  |
        410.3001  |    14 | 5.32e+07   | C+   |  208346.104   -   232711.642  | 2s2.2p2.(3P).3p   | 4P*   | 1/2  | 2s2.2p2.(3P).3d    | 4D    | 1/2  |   2 - 2   |    |      T6632n |         L6915  |
        410.47231 |    16 | 3.29e+07   | C+   |  208392.258   -   232747.562  | 2s2.2p2.(3P).3p   | 4P*   | 3/2  | 2s2.2p2.(3P).3d    | 4D    | 5/2  |   4 - 6   |    |      T6632n |         L6915  |
        410.4993  |    18 | 9.55e+07   | C+   |  208392.258   -   232745.981  | 2s2.2p2.(3P).3p   | 4P*   | 3/2  | 2s2.2p2.(3P).3d    | 4D    | 3/2  |   4 - 4   |    |      T6632n |         L6915  |
        410.6019  |     9 | 1.51e+06   | B+   |  207002.482   -   231350.087  | 2s2.2p2.(3P).3p   | 4D*   | 7/2  | 2s2.2p2.(3P).3d    | 4F    | 5/2  |   8 - 6   |    | T6172,T6632 |        L10621  |
        410.7091  |    13 |            |      |  231350.087   -   255691.346  | 2s2.2p2.(3P).3d   | 4F    | 5/2  | 2s2.2p2.(3P).4f D  | 2[3]* | 7/2  |   6 - 8   |    |             |         L6915  |
        410.7333  |     6 |            |      |  231350.087   -   255689.939  | 2s2.2p2.(3P).3d   | 4F    | 5/2  | 2s2.2p2.(3P).4f D  | 2[3]* | 5/2  |   6 - 6   |    |             |        L10621  |
        410.8753  |     9 |            |      |  231427.970   -   255759.384  | 2s2.2p2.(3P).3d   | 4F    | 7/2  | 2s2.2p2.(3P).4f G  | 2[3]* | 7/2  |   8 - 8   |    |             |        L10621  |
        410.9287  |     6 |            |      |  231427.970   -   255756.131  | 2s2.2p2.(3P).3d   | 4F    | 7/2  | 2s2.2p2.(3P).4f G  | 2[3]* | 5/2  |   8 - 6   |    |             |        L10621  |
        410.9839  |     6 | 1.21e+06   | D    |  228723.84    -   253048.82   | 2s2.2p2.(1D).3p   | 2F*   | 5/2  | 2s2.2p2.(1D).3d    | 2D    | 5/2  |   6 - 6   |    |     T5723LS |        L10621  |
        411.0198  |    10 | 2.54e+07   | D    |  228723.84    -   253046.74   | 2s2.2p2.(1D).3p   | 2F*   | 5/2  | 2s2.2p2.(1D).3d    | 2D    | 3/2  |   6 - 4   |    |     T5723LS |        L10621  |
        411.07858 |    15 | 8.05e+07   | C+   |  208392.258   -   232711.642  | 2s2.2p2.(3P).3p   | 4P*   | 3/2  | 2s2.2p2.(3P).3d    | 4D    | 1/2  |   4 - 2   |    |      T6632n |         L6915  |
        411.2022  |    15 | 1.81e+07   | C    |  208484.202   -   232796.298  | 2s2.2p2.(3P).3p   | 4P*   | 5/2  | 2s2.2p2.(3P).3d    | 2F    | 5/2  |   6 - 6   |    |       T6172 |        L10621  |
        411.3835  |    12 | 2.41e+07   | D    |  228747.45    -   253048.82   | 2s2.2p2.(1D).3p   | 2F*   | 7/2  | 2s2.2p2.(1D).3d    | 2D    | 5/2  |   8 - 6   |    |     T5723LS |        L10621  |
        411.4502  |     8 |            |      |  231530.246   -   255827.657  | 2s2.2p2.(3P).3d   | 4F    | 9/2  | 2s2.2p2.(3P).4f G  | 2[4]* | 9/2  |  10 - 10  |    |             |        L10621  |
        411.9215  |    22 | 1.39e+08   | C+   |  208484.202   -   232753.816  | 2s2.2p2.(3P).3p   | 4P*   | 5/2  | 2s2.2p2.(3P).3d    | 4D    | 7/2  |   6 - 8   |    |      T6632n |         L6915  |
        412.0280  |    17 | 2.25e+07   | C+   |  208484.202   -   232747.562  | 2s2.2p2.(3P).3p   | 4P*   | 5/2  | 2s2.2p2.(3P).3d    | 4D    | 5/2  |   6 - 6   |    |      T6632n |         L6915  |
        412.0544  |    14 | 2.95e+07   | C    |  208484.202   -   232745.981  | 2s2.2p2.(3P).3p   | 4P*   | 5/2  | 2s2.2p2.(3P).3d    | 4D    | 3/2  |   6 - 4   |    |      T6172n |         L6915  |
        412.14619 |    14 | 5.60e+07   | C    |  208346.104   -   232602.492  | 2s2.2p2.(3P).3p   | 4P*   | 1/2  | 2s2.2p2.(3P).3d    | 4P    | 1/2  |   2 - 2   |    |      T6172n |         L6915  |
        412.9321  |    11 | 1.65e+07   | B    |  208392.258   -   232602.492  | 2s2.2p2.(3P).3p   | 4P*   | 3/2  | 2s2.2p2.(3P).3d    | 4P    | 1/2  |   4 - 2   |    |      T6632n |        L10621  |
        413.28004 |    17 | 8.40e+07   | B    |  208346.104   -   232535.949  | 2s2.2p2.(3P).3p   | 4P*   | 1/2  | 2s2.2p2.(3P).3d    | 4P    | 3/2  |   2 - 4   |    |      T6632n |         L6915  |
        414.0703  |     8 | 3.76e+06   | B    |  208392.258   -   232535.949  | 2s2.2p2.(3P).3p   | 4P*   | 3/2  | 2s2.2p2.(3P).3d    | 4P    | 3/2  |   4 - 4   |    |      T6632n |        L10621  |
        414.1933  |    12 |            |      |  267768.20+x  -   291904.71+x | 2s.2p3.(5S*).3p   | 6P    | 3/2  | 2s.2p3.(5S*).3d    | 6D*   | 1/2  |   4 - 2   |    |             |        L10621  |
        414.2065  |    12 |            |      |  267768.20+x  -   291903.91+x | 2s.2p3.(5S*).3p   | 6P    | 3/2  | 2s.2p3.(5S*).3d    | 6D*   | 3/2  |   4 - 4   |    |             |        L10621  |
        414.2268  |    10 |            |      |  267768.20+x  -   291902.73+x | 2s.2p3.(5S*).3p   | 6P    | 3/2  | 2s.2p3.(5S*).3d    | 6D*   | 5/2  |   4 - 6   |    |             |        L10621  |
        414.3324  |     9 |            |      |  267775.48+x  -   291903.91+x | 2s.2p3.(5S*).3p   | 6P    | 5/2  | 2s.2p3.(5S*).3d    | 6D*   | 3/2  |   6 - 4   |    |             |        L10621  |
        414.3516  |    12 |            |      |  267775.48+x  -   291902.73+x | 2s.2p3.(5S*).3p   | 6P    | 5/2  | 2s.2p3.(5S*).3d    | 6D*   | 5/2  |   6 - 6   |    |             |        L10621  |
        414.3736  |    12 |            |      |  267775.48+x  -   291901.47+x | 2s.2p3.(5S*).3p   | 6P    | 5/2  | 2s.2p3.(5S*).3d    | 6D*   | 7/2  |   6 - 8   |    |             |        L10621  |
        414.5699  |     6 |            |      |  267788.09+x  -   291902.73+x | 2s.2p3.(5S*).3p   | 6P    | 7/2  | 2s.2p3.(5S*).3d    | 6D*   | 5/2  |   8 - 6   |    |             |        L10621  |
        414.5907  |    10 |            |      |  267788.09+x  -   291901.47+x | 2s.2p3.(5S*).3p   | 6P    | 7/2  | 2s.2p3.(5S*).3d    | 6D*   | 7/2  |   8 - 8   |    |             |        L10621  |
        414.6076  |    13 |            |      |  267788.09+x  -   291900.48+x | 2s.2p3.(5S*).3p   | 6P    | 7/2  | 2s.2p3.(5S*).3d    | 6D*   | 9/2  |   8 - 10  |    |             |         L6915  |
        415.32980 |    18 | 7.28e+07   | B    |  208392.258   -   232462.724  | 2s2.2p2.(3P).3p   | 4P*   | 3/2  | 2s2.2p2.(3P).3d    | 4P    | 5/2  |   4 - 6   |    |      T6632n |         L6915  |
        415.6530  |    13 | 1.94e+07   | B    |  208484.202   -   232535.949  | 2s2.2p2.(3P).3p   | 4P*   | 5/2  | 2s2.2p2.(3P).3d    | 4P    | 3/2  |   6 - 4   |    |      T6632n |        L10621  |
        416.9225  |    15 | 2.49e+07   | B    |  208484.202   -   232462.724  | 2s2.2p2.(3P).3p   | 4P*   | 5/2  | 2s2.2p2.(3P).3d    | 4P    | 5/2  |   6 - 6   |    |      T6632n |  L10621,L3448  |
        418.5449  |    19 | 1.91e+08   | D    |  228723.84    -   252609.46   | 2s2.2p2.(1D).3p   | 2F*   | 5/2  | 2s2.2p2.(1D).3d    | 2G    | 7/2  |   6 - 8   |    |     T5723LS |        L10621  |
        418.9789  |    20 | 1.98e+08   | D    |  228747.45    -   252608.28   | 2s2.2p2.(1D).3p   | 2F*   | 7/2  | 2s2.2p2.(1D).3d    | 2G    | 9/2  |   8 - 10  |    |     T5723LS |  L10621,L3448  |
        419.2518  |    12 | 3.21e+07   | D    |  229947.07    -   253792.40   | 2s2.2p2.(1D).3p   | 2D*   | 5/2  | 2s2.2p2.(1D).3d    | 2P    | 3/2  |   6 - 4   |    |     T5723LS |        L10621  |
        419.6260  |     6 | 3.56e+06   | D    |  229968.44    -   253792.40   | 2s2.2p2.(1D).3p   | 2D*   | 3/2  | 2s2.2p2.(1D).3d    | 2P    | 3/2  |   4 - 4   |    |     T5723LS |        L10621  |
        419.6701  |    10 | 3.56e+07   | D    |  229968.44    -   253789.99   | 2s2.2p2.(1D).3p   | 2D*   | 3/2  | 2s2.2p2.(1D).3d    | 2P    | 1/2  |   4 - 2   |    |     T5723LS |        L10621  |
        422.1703  |     7 |            |      |  232462.724   -   256143.187  | 2s2.2p2.(3P).3d   | 4P    | 5/2  | 2s2.2p2.(3P).4f F  | 2[4]* | 7/2  |   6 - 8   |    |             |        L10621  |
        422.4796  |     6 |            |      |  232462.724   -   256125.785  | 2s2.2p2.(3P).3d   | 4P    | 5/2  | 2s2.2p2.(3P).4f F  | 2[3]* | 5/2  |   6 - 6   |    |             |        L10621  |
        423.7930  |     9 |            |      |  232535.949   -   256125.785  | 2s2.2p2.(3P).3d   | 4P    | 3/2  | 2s2.2p2.(3P).4f F  | 2[3]* | 5/2  |   4 - 6   |    |             |        L10621  |
        424.5519  |     6 |            |      |  232535.949   -   256083.604  | 2s2.2p2.(3P).3d   | 4P    | 3/2  | 2s2.2p2.(3P).4f F  | 2[2]* | 3/2  |   4 - 4   |    |             |        L10621  |
        425.3895  |    15 |            |      |  252608.28    -   276109.54   | 2s2.2p2.(1D).3d   | 2G    | 9/2  | 2s2.2p2.(1D).4f H  | 2[5]* | 11/2 |  10 - 12  |    |             |         L6915  |
        425.4121  |    15 |            |      |  252609.46    -   276109.46   | 2s2.2p2.(1D).3d   | 2G    | 7/2  | 2s2.2p2.(1D).4f H  | 2[5]* | 9/2  |   8 - 10  |    |             |         L6915  |
        425.7549  |     9 |            |      |  232602.492   -   256083.604  | 2s2.2p2.(3P).3d   | 4P    | 1/2  | 2s2.2p2.(3P).4f F  | 2[2]* | 3/2  |   2 - 4   |    |             |        L10621  |
        427.3104  |    11 |            |      |  232747.562   -   256143.187  | 2s2.2p2.(3P).3d   | 4D    | 5/2  | 2s2.2p2.(3P).4f F  | 2[4]* | 7/2  |   6 - 8   |    |             |        L10621  |
        427.4240  |    10 |            |      |  232753.816   -   256143.187  | 2s2.2p2.(3P).3d   | 4D    | 7/2  | 2s2.2p2.(3P).4f F  | 2[4]* | 7/2  |   8 - 8   |    |             |        L10621  |
        427.5551  |    16 |            |      |  232753.816   -   256136.036  | 2s2.2p2.(3P).3d   | 4D    | 7/2  | 2s2.2p2.(3P).4f F  | 2[4]* | 9/2  |   8 - 10  |    |             |         L6915  |
        427.5994  |    11 |            |      |  232745.981   -   256125.785  | 2s2.2p2.(3P).3d   | 4D    | 3/2  | 2s2.2p2.(3P).4f F  | 2[3]* | 5/2  |   4 - 6   |    |             |        L10621  |
        427.6281  |    11 |            |      |  232747.562   -   256125.785  | 2s2.2p2.(3P).3d   | 4D    | 5/2  | 2s2.2p2.(3P).4f F  | 2[3]* | 5/2  |   6 - 6   |    |             |        L10621  |
        427.6748  |    15 |            |      |  232747.562   -   256123.231  | 2s2.2p2.(3P).3d   | 4D    | 5/2  | 2s2.2p2.(3P).4f F  | 2[3]* | 7/2  |   6 - 8   |    |             |         L6915  |
        427.7427  |   14* |            |      |  232753.816   -   256125.785  | 2s2.2p2.(3P).3d   | 4D    | 7/2  | 2s2.2p2.(3P).4f F  | 2[3]* | 5/2  |   8 - 6   |    |             |         L6915  |
        427.7427  |   14* |            |      |  232711.642   -   256083.604  | 2s2.2p2.(3P).3d   | 4D    | 1/2  | 2s2.2p2.(3P).4f F  | 2[2]* | 3/2  |   2 - 4   |    |             |         L6915  |
        427.7706  |     6 | 6.93e+06   | D    |  232527.09    -   255897.59   | 2s2.2p2.(1D).3p   | 2P*   | 3/2  | 2s2.2p2.(3P).4d    | 2D    | 5/2  |   4 - 6   |    |     T5723LS |        L10621  |
        427.7892  |    12 |            |      |  232753.816   -   256123.231  | 2s2.2p2.(3P).3d   | 4D    | 7/2  | 2s2.2p2.(3P).4f F  | 2[3]* | 7/2  |   8 - 8   |    |             |         L6915  |
        427.9156  |     7 | 5.77e+06   | D    |  232480.44    -   255842.91   | 2s2.2p2.(1D).3p   | 2P*   | 1/2  | 2s2.2p2.(3P).4d    | 2D    | 3/2  |   2 - 4   |    |     T5723LS |        L10621  |
        428.1318  |    11 |            |      |  232462.724   -   255813.472  | 2s2.2p2.(3P).3d   | 4P    | 5/2  | 2s2.2p2.(3P).4f D  | 2[2]* | 5/2  |   6 - 6   |    |             |        L10621  |
        428.2964  |    14 |            |      |  232745.981   -   256087.746  | 2s2.2p2.(3P).3d   | 4D    | 3/2  | 2s2.2p2.(3P).4f F  | 2[2]* | 5/2  |   4 - 6   |    |             |         L6915  |
        428.3249  |     9 |            |      |  232747.562   -   256087.746  | 2s2.2p2.(3P).3d   | 4D    | 5/2  | 2s2.2p2.(3P).4f F  | 2[2]* | 5/2  |   6 - 6   |    |             |        L10621  |
        428.3727  |    12 |            |      |  232745.981   -   256083.604  | 2s2.2p2.(3P).3d   | 4D    | 3/2  | 2s2.2p2.(3P).4f F  | 2[2]* | 3/2  |   4 - 4   |    |             |        L10621  |
        428.4002  |     6 |            |      |  232747.562   -   256083.604  | 2s2.2p2.(3P).3d   | 4D    | 5/2  | 2s2.2p2.(3P).4f F  | 2[2]* | 3/2  |   6 - 4   |    |             |        L10621  |
        428.4393  |     7 |            |      |  232753.816   -   256087.746  | 2s2.2p2.(3P).3d   | 4D    | 7/2  | 2s2.2p2.(3P).4f F  | 2[2]* | 5/2  |   8 - 6   |    |             |        L10621  |
        428.5687  |    15 |            |      |  232796.298   -   256123.231  | 2s2.2p2.(3P).3d   | 2F    | 5/2  | 2s2.2p2.(3P).4f F  | 2[3]* | 7/2  |   6 - 8   |    |             |         L6915  |
        428.7734  |     5 | 1.15e+06   | D    |  232527.09    -   255842.91   | 2s2.2p2.(1D).3p   | 2P*   | 3/2  | 2s2.2p2.(3P).4d    | 2D    | 3/2  |   4 - 4   |    |     T5723LS |        L10621  |
        428.8820  |   13* |            |      |  232602.492   -   255912.37   | 2s2.2p2.(3P).3d   | 4P    | 1/2  | 2s2.2p2.(3P).4f D  | 2[1]* | 1/2  |   2 - 2   |    |             |         L6915  |
        428.8820  |   13* |            |      |  232602.492   -   255912.32   | 2s2.2p2.(3P).3d   | 4P    | 1/2  | 2s2.2p2.(3P).4f D  | 2[1]* | 3/2  |   2 - 4   |    |             |         L6915  |
        429.1254  |    14 |            |      |  232462.724   -   255759.384  | 2s2.2p2.(3P).3d   | 4P    | 5/2  | 2s2.2p2.(3P).4f G  | 2[3]* | 7/2  |   6 - 8   |    |             |         L6915  |
        429.1857  |     7 |            |      |  232462.724   -   255756.131  | 2s2.2p2.(3P).3d   | 4P    | 5/2  | 2s2.2p2.(3P).4f G  | 2[3]* | 5/2  |   6 - 6   |    |             |        L10621  |
        429.2211  |    13 |            |      |  232796.298   -   256087.746  | 2s2.2p2.(3P).3d   | 2F    | 5/2  | 2s2.2p2.(3P).4f F  | 2[2]* | 5/2  |   6 - 6   |    |             |         L6915  |
        429.2954  |     2 |            |      |  232796.298   -   256083.604  | 2s2.2p2.(3P).3d   | 2F    | 5/2  | 2s2.2p2.(3P).4f F  | 2[2]* | 3/2  |   6 - 4   |    |             |        L10621  |
        429.4781  |    15 |            |      |  232535.949   -   255813.472  | 2s2.2p2.(3P).3d   | 4P    | 3/2  | 2s2.2p2.(3P).4f D  | 2[2]* | 5/2  |   4 - 6   |    |             |         L6915  |
        430.2858  |    9* |            |      |  252608.28    -   275842.14   | 2s2.2p2.(1D).3d   | 2G    | 9/2  | 2s2.2p2.(1D).4f G  | 2[4]* | 9/2  |  10 - 10  |    |             |        L10621  |
        430.2858  |    9* |            |      |  252608.28    -   275842.14   | 2s2.2p2.(1D).3d   | 2G    | 9/2  | 2s2.2p2.(1D).4f G  | 2[4]* | 7/2  |  10 - 8   |    |             |        L10621  |
        430.3070  |     8 |            |      |  252609.46    -   275842.14   | 2s2.2p2.(1D).3d   | 2G    | 7/2  | 2s2.2p2.(1D).4f G  | 2[4]* | 7/2  |   8 - 8   |    |             |        L10621  |
        430.3609  |    11 |            |      |  232753.816   -   255983.584  | 2s2.2p2.(3P).3d   | 4D    | 7/2  | 2s2.2p2.(3P).4f G  | 2[5]* | 9/2  |   8 - 10  |    |             |         L6915  |
        430.3825  |    15 |            |      |  232462.724   -   255691.346  | 2s2.2p2.(3P).3d   | 4P    | 5/2  | 2s2.2p2.(3P).4f D  | 2[3]* | 7/2  |   6 - 8   |    |             |         L6915  |
        430.5390  |    10 |            |      |  232535.949   -   255756.131  | 2s2.2p2.(3P).3d   | 4P    | 3/2  | 2s2.2p2.(3P).4f G  | 2[3]* | 5/2  |   4 - 6   |    |             |        L10621  |
        430.5965  |    4* |            |      |  253046.74    -   276263.81   | 2s2.2p2.(1D).3d   | 2D    | 3/2  | 2s2.2p2.(1D).4f P  | 2[1]* | 3/2  |   4 - 4   |    |             |        L10621  |
        430.5965  |    4* |            |      |  253046.74    -   276263.81   | 2s2.2p2.(1D).3d   | 2D    | 3/2  | 2s2.2p2.(1D).4f P  | 2[1]* | 1/2  |   4 - 2   |    |             |        L10621  |
        430.6354  |     5 |            |      |  253048.82    -   276263.81   | 2s2.2p2.(1D).3d   | 2D    | 5/2  | 2s2.2p2.(1D).4f P  | 2[1]* | 3/2  |   6 - 4   |    |             |        L10621  |
        430.7233  |    12 |            |      |  232602.492   -   255812.728  | 2s2.2p2.(3P).3d   | 4P    | 1/2  | 2s2.2p2.(3P).4f D  | 2[2]* | 3/2  |   2 - 4   |    |             |         L6915  |
        430.8999  |   11* |            |      |  232711.642   -   255912.37   | 2s2.2p2.(3P).3d   | 4D    | 1/2  | 2s2.2p2.(3P).4f D  | 2[1]* | 1/2  |   2 - 2   |    |             |        L10621  |
        430.8999  |   11* |            |      |  232711.642   -   255912.32   | 2s2.2p2.(3P).3d   | 4D    | 1/2  | 2s2.2p2.(3P).4f D  | 2[1]* | 3/2  |   2 - 4   |    |             |        L10621  |
        431.2107  |    11 |            |      |  232959.210   -   256143.187  | 2s2.2p2.(3P).3d   | 2F    | 7/2  | 2s2.2p2.(3P).4f F  | 2[4]* | 7/2  |   8 - 8   |    |             |        L10621  |
        431.3442  |    12 |            |      |  232959.210   -   256136.036  | 2s2.2p2.(3P).3d   | 2F    | 7/2  | 2s2.2p2.(3P).4f F  | 2[4]* | 9/2  |   8 - 10  |    |             |        L10621  |
        431.5393  |    8* |            |      |  232745.981   -   255912.37   | 2s2.2p2.(3P).3d   | 4D    | 3/2  | 2s2.2p2.(3P).4f D  | 2[1]* | 1/2  |   4 - 2   |    |             |        L10621  |
        431.5393  |    8* |            |      |  232745.981   -   255912.32   | 2s2.2p2.(3P).3d   | 4D    | 3/2  | 2s2.2p2.(3P).4f D  | 2[1]* | 3/2  |   4 - 4   |    |             |        L10621  |
        431.5828  |     7 |            |      |  232959.210   -   256123.231  | 2s2.2p2.(3P).3d   | 2F    | 7/2  | 2s2.2p2.(3P).4f F  | 2[3]* | 7/2  |   8 - 8   |    |             |        L10621  |
        431.7138  |    19 | 3.68e+07   | B    |  185235.281   -   208392.258  | 2s2.2p2.(3P).3s   | 4P    | 1/2  | 2s2.2p2.(3P).3p    | 4P*   | 3/2  |   2 - 4   |    | T6172,T6632 |  L10621,L3448  |
        431.7700  |    11 |            |      |  232535.949   -   255689.939  | 2s2.2p2.(3P).3d   | 4P    | 3/2  | 2s2.2p2.(3P).4f D  | 2[3]* | 5/2  |   4 - 6   |    |             |        L10621  |
        431.9629  |    19 | 2.48e+07   | B    |  185340.577   -   208484.202  | 2s2.2p2.(3P).3s   | 4P    | 3/2  | 2s2.2p2.(3P).3p    | 4P*   | 5/2  |   4 - 6   |    | T6172,T6632 |  L10621,L3448  |
        432.2445  |     5 |            |      |  232959.210   -   256087.746  | 2s2.2p2.(3P).3d   | 2F    | 7/2  | 2s2.2p2.(3P).4f F  | 2[2]* | 5/2  |   8 - 6   |    |             |        L10621  |
        432.4790  |     6 |            |      |  232796.298   -   255912.32   | 2s2.2p2.(3P).3d   | 2F    | 5/2  | 2s2.2p2.(3P).4f D  | 2[1]* | 3/2  |   6 - 4   |    |             |        L10621  |
        432.5758  |    15 | 1.42e+07   | B    |  185235.281   -   208346.104  | 2s2.2p2.(3P).3s   | 4P    | 1/2  | 2s2.2p2.(3P).3p    | 4P*   | 1/2  |   2 - 2   |    | T6172,T6632 |        L10621  |
        432.7465  |    12 | 6.76e+07   | D    |  229947.07    -   253048.82   | 2s2.2p2.(1D).3p   | 2D*   | 5/2  | 2s2.2p2.(1D).3d    | 2D    | 5/2  |   6 - 6   |    |     T5723LS |        L10621  |
        432.7851  |     6 | 7.24e+06   | D    |  229947.07    -   253046.74   | 2s2.2p2.(1D).3p   | 2D*   | 5/2  | 2s2.2p2.(1D).3d    | 2D    | 3/2  |   6 - 4   |    |     T5723LS |        L10621  |
        432.8586  |    11 | 1.12e+08   | D    |  232527.09    -   255622.80   | 2s2.2p2.(1D).3p   | 2P*   | 3/2  | 2s2.2p2.(1D).3d    | 2S    | 1/2  |   4 - 2   |    |     T5723LS |        L10621  |
        433.1176  |    12 |            |      |  252993.39    -   276075.32   | 2s2.2p2.(1S).3p   | 2P*   | 3/2  | 2s2.2p2.(1S).3d    | 2D    | 5/2  |   4 - 6   |    |             |        L10621  |
        433.1468  |     6 | 4.82e+06   | D    |  229968.44    -   253048.82   | 2s2.2p2.(1D).3p   | 2D*   | 3/2  | 2s2.2p2.(1D).3d    | 2D    | 5/2  |   4 - 6   |    |     T5723LS |        L10621  |
        433.1862  |    11 | 6.50e+07   | D    |  229968.44    -   253046.74   | 2s2.2p2.(1D).3p   | 2D*   | 3/2  | 2s2.2p2.(1D).3d    | 2D    | 3/2  |   4 - 4   |    |     T5723LS |        L10621  |
        433.2707  |    11 |            |      |  232753.816   -   255827.657  | 2s2.2p2.(3P).3d   | 4D    | 7/2  | 2s2.2p2.(3P).4f G  | 2[4]* | 9/2  |   8 - 10  |    |             |        L10621  |
        433.4029  |     6 |            |      |  232745.981   -   255812.728  | 2s2.2p2.(3P).3d   | 4D    | 3/2  | 2s2.2p2.(3P).4f D  | 2[2]* | 3/2  |   4 - 4   |    |             |        L10621  |
        433.4186  |     9 |            |      |  232747.562   -   255813.472  | 2s2.2p2.(3P).3d   | 4D    | 5/2  | 2s2.2p2.(3P).4f D  | 2[2]* | 5/2  |   6 - 6   |    |             |        L10621  |
        433.5362  |     6 |            |      |  232753.816   -   255813.472  | 2s2.2p2.(3P).3d   | 4D    | 7/2  | 2s2.2p2.(3P).4f D  | 2[2]* | 5/2  |   8 - 6   |    |             |        L10621  |
        433.6862  |    17 | 1.53e+07   | B    |  185340.577   -   208392.258  | 2s2.2p2.(3P).3s   | 4P    | 3/2  | 2s2.2p2.(3P).3p    | 4P*   | 3/2  |   4 - 4   |    | T6172,T6632 |  L10621,L3448  |
        434.0328  |    12 |            |      |  232796.298   -   255829.58   | 2s2.2p2.(3P).3d   | 2F    | 5/2  | 2s2.2p2.(3P).4f G  | 2[4]* | 7/2  |   6 - 8   |    |             |        L10621  |
        434.2004  |    15 |            |      |  232959.210   -   255983.584  | 2s2.2p2.(3P).3d   | 2F    | 7/2  | 2s2.2p2.(3P).4f G  | 2[5]* | 9/2  |   8 - 10  |    |             |        L10621  |
        434.2813  |    6* |            |      |  253046.74    -   276066.88   | 2s2.2p2.(1D).3d   | 2D    | 3/2  | 2s2.2p2.(1D).4f D  | 2[2]* | 5/2  |   4 - 6   |    |             |        L10621  |
